SURNAME NAME FINAL_POINTS 
Surname10431 Name20057 3.26
Surname10433 Name69484 3.45
Surname10435 Name22851 4.8
Surname10436 Name70288 4.63
Surname1044 Name93461 4.2
Surname10442 Name72645 2.51
Surname10442 Name10905 1.87
Surname10442 Name53401 4.63
Surname10442 Name27147 2.13
Surname10445 Name11856 3.9
Surname10445 Name80792 4.2
Surname10445 Name7539 2.05
Surname10447 Name18263 2.64
Surname10448 Name22345 2.9
Surname10451 Name94499 2.79
Surname10455 Name92728 4
Surname10459 Name74062 2.53
Surname10461 Name35834 3.54
Surname10462 Name76535 3.26
Surname10464 Name65821 1.83
Surname10465 Name12115 2.75
Surname10466 Name83580 3.18
Surname1047 Name38388 3.6
Surname1047 Name66945 2.9
Surname10471 Name77143 2.58
Surname10471 Name32758 2.87
Surname10473 Name61192 2.77
Surname10474 Name34291 2.45
Surname10474 Name3897 2.8
Surname10476 Name81532 4.85
Surname10477 Name39286 3.29
Surname10477 Name21078 4.57
Surname10478 Name41941 3.45
Surname10478 Name39448 3.07
Surname10479 Name54087 2.44
Surname1048 Name44483 3.01
Surname10481 Name69900 2.7
Surname10483 Name55106 4
Surname10484 Name18243 2.9
Surname10487 Name16617 3.37
Surname10488 Name58314 2.08
Surname10489 Name26268 2.48
Surname1049 Name86797 2.14
Surname10491 Name81010 1.3
Surname10497 Name28577 4.55
Surname10498 Name64401 3.08
Surname10499 Name44945 3.67
Surname10501 Name27435 3.2
Surname10501 Name94393 4.78
Surname10501 Name13419 2.5
Surname10502 Name40338 2.17
Surname10507 Name57676 3.79
Surname10507 Name78981 4.33
Surname10507 Name35013 3.9
Surname1051 Name83265 2.17
Surname10512 Name44019 3.53
Surname10520 Name65157 3.1
Surname10521 Name97836 3.85
Surname10521 Name8216 3.95
Surname10522 Name43880 2.08
Surname10525 Name83175 4.08
Surname10525 Name1367 2.16
Surname10526 Name76348 3.28
Surname10529 Name89711 2.6
Surname10529 Name37751 1.95
Surname1053 Name65948 2.86
Surname1053 Name45232 2.43
Surname1053 Name94391 4.4
Surname10530 Name57353 3.85
Surname10531 Name71059 4.24
Surname10532 Name52711 3.9
Surname10533 Name71363 4.05
Surname10533 Name57623 3.05
Surname10536 Name19492 4.1
Surname10545 Name5655 1.77
Surname10546 Name72337 4.5
Surname10550 Name67860 3.2
Surname10550 Name22014 3.2
Surname10551 Name94292 4.5
Surname10552 Name89009 2.35
Surname10558 Name1559 3.2
Surname10561 Name91730 4.08
Surname10561 Name58549 3.42
Surname10561 Name94455 3.65
Surname10562 Name51630 2.57
Surname10563 Name29117 2.9
Surname10564 Name8396 3.7
Surname10565 Name42884 2.8
Surname10567 Name45497 3.53
Surname10569 Name19004 2.43
Surname1057 Name81063 3.6
Surname10570 Name31954 3.13
Surname10571 Name97323 4.33
Surname10575 Name51423 4.5
Surname10575 Name74736 3.81
Surname10577 Name73326 3.79
Surname10579 Name98239 3.6
Surname10580 Name87790 4.51
Surname10586 Name5213 3.25
Surname10587 Name42882 4.91
Surname10587 Name79889 3.13
Surname10588 Name9276 2.8
Surname10589 Name42435 2.44
Surname10590 Name13860 4.4
Surname10593 Name69032 2.05
Surname10593 Name72288 4.39
Surname10593 Name2679 3.56
Surname10594 Name50250 4.45
Surname10595 Name6870 4
Surname10595 Name78330 4.24
Surname10598 Name3950 3.45
Surname1060 Name78079 3.43
Surname1060 Name57343 3.69
Surname10600 Name33899 2.41
Surname10600 Name72640 1.9
Surname10602 Name43633 4.8
Surname10602 Name78218 3.4
Surname10603 Name97915 3.6
Surname10603 Name2377 4.79
Surname10605 Name31140 2.3
Surname10609 Name55696 2.32
Surname10612 Name40830 2.13
Surname10612 Name62619 2.17
Surname10616 Name75796 4.85
Surname10619 Name7866 2
Surname10624 Name61717 4.93
Surname10625 Name5158 4.74
Surname1063 Name84074 3.6
Surname10632 Name21862 3.9
Surname10633 Name15611 2.2
Surname10636 Name87746 2.5
Surname10637 Name24215 4.68
Surname10642 Name65822 2.5
Surname10643 Name55918 3.66
Surname10644 Name18091 3.34
Surname10651 Name4631 4.68
Surname10656 Name57042 2.26
Surname10656 Name41293 4.5
Surname10658 Name11322 1.54
Surname10659 Name89612 3
Surname10663 Name71715 3.66
Surname10665 Name56777 3.66
Surname10668 Name12598 2.9
Surname10669 Name1375 4.55
Surname1067 Name14363 4.13
Surname1067 Name61289 4.5
Surname10670 Name89284 3.63
Surname1068 Name25293 4.48
Surname10683 Name87793 4.5
Surname10683 Name83080 4.7
Surname10685 Name43947 3.02
Surname10689 Name62775 4.57
Surname10690 Name7533 2.17
Surname10690 Name78092 3.47
Surname10691 Name71943 4.3
Surname10692 Name67787 4.05
Surname107 Name64207 3.14
Surname107 Name53900 4.6
Surname107 Name25306 2.69
Surname107 Name48143 3.9
Surname10704 Name86704 4.6
Surname10704 Name80348 2.6
Surname10706 Name92792 1.84
Surname10707 Name10388 3.78
Surname10707 Name28558 2.4
Surname10707 Name4503 1.9
Surname10709 Name68972 3
Surname1071 Name96951 3.02
Surname10710 Name92909 4.7
Surname10711 Name70012 3.08
Surname10714 Name59065 4.72
Surname10718 Name3488 4
Surname10719 Name83696 4.1
Surname10721 Name39501 4.18
Surname10722 Name88935 2.68
Surname10729 Name63380 4.04
Surname10729 Name1773 4.42
Surname10729 Name52026 4.42
Surname1073 Name52681 4.4
Surname10732 Name40690 3.33
Surname10733 Name54678 3.3
Surname10734 Name94116 2.8
Surname10736 Name69439 1.97
Surname10739 Name25137 4.3
Surname10739 Name69243 2.14
Surname1074 Name79113 3.62
Surname10740 Name7489 1.8
Surname10740 Name6574 3.3
Surname10741 Name27805 3.05
Surname10742 Name58325 4.96
Surname10744 Name47524 2.75
Surname10744 Name43442 4.52
Surname10747 Name11390 4.98
Surname10751 Name16970 3.24
Surname10752 Name3158 3.18
Surname10753 Name22437 4.18
Surname10753 Name1159 2.85
Surname10754 Name53005 4.45
Surname10754 Name39499 3.03
Surname10754 Name11205 3.87
Surname10756 Name97526 3.5
Surname10756 Name66888 4.05
Surname10759 Name96675 2.03
Surname1076 Name64680 2.6
Surname10765 Name58992 2.05
Surname10765 Name91735 3
Surname10766 Name73786 3.3
Surname10766 Name17043 3.93
Surname10767 Name39186 2.72
Surname10769 Name57752 4.27
Surname10769 Name68814 2.55
Surname1077 Name1668 4.9
Surname10771 Name88163 1.78
Surname10772 Name37135 4.25
Surname10772 Name45941 4.35
Surname10775 Name13488 3.78
Surname10776 Name91823 2.5
Surname10776 Name61714 4.85
Surname10778 Name93177 4.35
Surname10778 Name94712 2.54
Surname1078 Name46158 2.5
Surname1078 Name53663 2.13
Surname10781 Name91583 2.33
Surname10781 Name69337 4.6
Surname10783 Name1078 4.24
Surname10789 Name79593 2.26
Surname10789 Name23634 2.03
Surname10790 Name21317 4.1
Surname10792 Name16456 1.9
Surname10796 Name34805 3.05
Surname10796 Name93980 2.8
Surname10797 Name50545 2.94
Surname10798 Name23358 2.92
Surname10799 Name61856 2
Surname1080 Name93956 2.9
Surname10800 Name41984 2.29
Surname10801 Name71777 2.1
Surname10805 Name40092 4.14
Surname10807 Name89808 3.14
Surname10809 Name47994 4.7
Surname10813 Name60014 1.9
Surname10814 Name22739 2.9
Surname10814 Name26658 2.38
Surname10816 Name34898 3.98
Surname10817 Name6186 4.72
Surname10818 Name99540 4.7
Surname10820 Name57344 2.78
Surname10820 Name91004 4.2
Surname10821 Name7835 4.23
Surname10825 Name86000 4.75
Surname10827 Name73588 4.75
Surname10828 Name95593 4.64
Surname10832 Name85709 4.6
Surname10834 Name93021 1.84
Surname10834 Name97768 2.03
Surname10836 Name35388 1.98
Surname10837 Name64411 2.9
Surname10838 Name97811 3.94
Surname10838 Name51005 3.83
Surname10841 Name85853 3.54
Surname10842 Name11416 3.03
Surname10842 Name3889 3.64
Surname10842 Name12035 3.43
Surname10843 Name14195 4.6
Surname10843 Name42010 3.14
Surname10844 Name10680 3.77
Surname10844 Name48564 4.23
Surname10846 Name87829 2.5
Surname10846 Name38601 2.96
Surname1085 Name40557 4.83
Surname10850 Name74798 2.05
Surname10850 Name4841 2.75
Surname10852 Name21217 2.2
Surname10852 Name30853 4.6
Surname10852 Name20738 2.67
Surname10853 Name83552 3.78
Surname10853 Name7858 3.2
Surname1086 Name77433 2.66
Surname10860 Name76705 2.35
Surname10863 Name13596 2.53
Surname10863 Name99487 4.26
Surname10864 Name39743 3.81
Surname10864 Name23752 2.5
Surname10869 Name60725 4.55
Surname10871 Name32596 4.45
Surname10872 Name57316 2.41
Surname10873 Name15417 4.08
Surname10874 Name29810 2.1
Surname10876 Name53529 3.11
Surname10879 Name91139 3.33
Surname1088 Name6412 4.15
Surname10880 Name48736 4.49
Surname10880 Name82369 4.53
Surname10880 Name98292 2.29
Surname10882 Name26891 4.1
Surname10884 Name70974 3.9
Surname10885 Name74634 3.8
Surname10887 Name72693 2.98
Surname10888 Name36276 3.9
Surname10897 Name14728 2.37
Surname10899 Name90604 4.85
Surname109 Name51710 2.27
Surname1090 Name12652 2.75
Surname10910 Name24038 2.3
Surname10910 Name99553 4.91
Surname10911 Name63962 4.75
Surname10911 Name14729 4.46
Surname10914 Name55145 3.43
Surname10916 Name3237 4.83
Surname10917 Name29973 4.42
Surname10918 Name38704 3
Surname10919 Name71444 3.58
Surname1092 Name9381 4.82
Surname10922 Name6967 2.83
Surname10924 Name71577 4.5
Surname10927 Name61446 2.23
Surname10930 Name22012 2.8
Surname10931 Name67686 1.75
Surname10933 Name30263 3.75
Surname10936 Name79224 2.03
Surname10938 Name1073 4.25
Surname10947 Name71690 2.05
Surname10949 Name97382 3.51
Surname1095 Name64038 3.6
Surname10952 Name90357 3.3
Surname10954 Name27330 2.83
Surname10954 Name89011 2.83
Surname1096 Name81652 3.26
Surname1096 Name10558 3.21
Surname10962 Name85360 2.2
Surname10963 Name79434 4.5
Surname10967 Name34710 3.25
Surname1097 Name63443 3.24
Surname10970 Name17264 2.5
Surname10971 Name85166 2.56
Surname10973 Name63551 4.09
Surname10976 Name97605 4.3
Surname10976 Name51669 3.9
Surname10977 Name62398 1.66
Surname1098 Name2095 3.56
Surname10985 Name80361 4.53
Surname10987 Name18142 4.95
Surname10988 Name45906 4.15
Surname10992 Name59114 3.57
Surname10993 Name75482 4.39
Surname10997 Name76126 3.12
Surname11 Name33688 4.12
Surname110 Name37119 3.1
Surname1100 Name7010 1.67
Surname1100 Name88207 4.68
Surname11001 Name2129 1.1
Surname11009 Name97926 4.9
Surname1101 Name87601 3.66
Surname1101 Name42116 4.51
Surname11011 Name2925 4
Surname11018 Name23139 2.08
Surname1102 Name85848 4.26
Surname11021 Name39552 2.73
Surname11022 Name8199 3.53
Surname11024 Name34505 3.1
Surname11027 Name98529 3.5
Surname11027 Name70295 1.8
Surname1103 Name46871 3.05
Surname11030 Name38185 2.9
Surname11031 Name21937 2.02
Surname11035 Name28201 4.56
Surname11036 Name75042 3.18
Surname11039 Name84431 3.43
Surname11040 Name27143 3.5
Surname11042 Name69140 2.9
Surname11048 Name14922 4.57
Surname11051 Name90048 3.63
Surname11055 Name95425 2.32
Surname11062 Name37849 3.54
Surname11067 Name95628 3.48
Surname11067 Name27148 3.11
Surname1107 Name53673 4
Surname11071 Name5200 4.45
Surname11074 Name13522 2.5
Surname11076 Name2248 2.81
Surname11079 Name71386 2.88
Surname11083 Name575 2.32
Surname11085 Name37377 2.94
Surname1109 Name98711 2.7
Surname11091 Name6971 1.99
Surname11092 Name51631 3.6
Surname1110 Name65925 3.37
Surname11103 Name92175 3.7
Surname11105 Name66100 2.5
Surname11106 Name49679 1.9
Surname11106 Name8667 4.6
Surname11110 Name87732 4.04
Surname11111 Name28826 4.1
Surname11112 Name30137 4.23
Surname11113 Name81903 3.02
Surname11116 Name96280 2.63
Surname11117 Name9556 3.61
Surname11119 Name80320 2
Surname11125 Name64107 4.81
Surname11129 Name96943 4.5
Surname1113 Name87105 4.53
Surname11130 Name16368 2.07
Surname11131 Name52798 1.93
Surname11131 Name29865 4.85
Surname11132 Name1058 3.82
Surname11134 Name28294 3.6
Surname11134 Name91001 4.36
Surname11135 Name42976 4.66
Surname11136 Name75306 4.97
Surname11137 Name94970 3.64
Surname11146 Name31365 3.64
Surname1115 Name66264 4
Surname11150 Name9146 3.2
Surname11154 Name17171 2.68
Surname11156 Name23777 2.7
Surname11157 Name35235 3.2
Surname11157 Name95045 1.9
Surname11159 Name82222 4.18
Surname11159 Name8412 3.8
Surname1116 Name9417 4.74
Surname11160 Name18708 2.35
Surname11161 Name4792 3.24
Surname11164 Name33946 3.38
Surname11164 Name41861 1.81
Surname11166 Name41603 3.95
Surname11169 Name13731 2.77
Surname11174 Name72097 3.32
Surname11180 Name69180 4.8
Surname11182 Name33807 3.63
Surname11188 Name78681 3.05
Surname11188 Name35546 4.17
Surname1119 Name24482 2
Surname11194 Name38779 4.6
Surname11196 Name16501 3.29
Surname11206 Name9015 3.48
Surname11206 Name10611 3.6
Surname11206 Name73905 3.75
Surname11207 Name55482 1.15
Surname11209 Name57690 2.5
Surname11211 Name98810 4.9
Surname11211 Name33319 4.42
Surname11214 Name50430 4.85
Surname11215 Name57729 3.39
Surname11216 Name38268 2.77
Surname11217 Name67977 3.1
Surname11219 Name15029 2.45
Surname1122 Name66998 4.58
Surname11222 Name84211 3.85
Surname11222 Name93195 4.88
Surname11228 Name7883 3.26
Surname1123 Name93616 2.53
Surname1123 Name63284 3.13
Surname11237 Name32138 3.04
Surname11239 Name8937 3.26
Surname11241 Name84616 4.38
Surname11243 Name69382 2.1
Surname11244 Name33414 2.9
Surname11246 Name41545 1.2
Surname1125 Name58997 3.58
Surname11259 Name28398 2.25
Surname11261 Name84647 3.2
Surname11263 Name94725 2.13
Surname11264 Name23285 2.93
Surname11265 Name60395 3.7
Surname11266 Name37963 3.13
Surname11267 Name59580 4.81
Surname1127 Name25876 3.01
Surname11270 Name68544 4.97
Surname11270 Name72154 3.4
Surname11271 Name52981 4.1
Surname11273 Name8301 3.47
Surname11275 Name44738 2.3
Surname11275 Name3972 2.28
Surname11277 Name70725 4.7
Surname11279 Name5803 2.67
Surname11283 Name48638 3.7
Surname11288 Name52035 3.65
Surname1129 Name99111 2.45
Surname11296 Name91401 2.95
Surname113 Name63329 4.8
Surname11302 Name9806 3.9
Surname11303 Name47261 4.04
Surname11307 Name9748 4.49
Surname11308 Name5101 2
Surname11308 Name30073 2.95
Surname11309 Name42290 4.38
Surname11309 Name75296 2.6
Surname1131 Name56362 2.24
Surname11310 Name90311 4.09
Surname11311 Name42846 4.6
Surname11311 Name3501 2.75
Surname11311 Name66039 1.9
Surname11314 Name42694 2.13
Surname11315 Name87927 3.86
Surname11317 Name58664 4.94
Surname11318 Name14832 4.86
Surname11319 Name19649 3.2
Surname11319 Name26508 3.78
Surname11320 Name82628 4.8
Surname11327 Name67540 4.35
Surname11327 Name84073 2.11
Surname11328 Name60836 4.38
Surname11331 Name18619 1.8
Surname11336 Name4725 4.7
Surname11338 Name94962 3.78
Surname11341 Name81922 3.3
Surname11348 Name37784 4.79
Surname11349 Name64398 1.93
Surname1135 Name8490 4.11
Surname11356 Name44198 3.91
Surname11357 Name35691 2.95
Surname11358 Name86612 4.91
Surname11359 Name6809 2.48
Surname11360 Name99923 3.05
Surname11360 Name96972 4.11
Surname11361 Name91178 3.9
Surname11362 Name59922 3.6
Surname11365 Name5842 2.24
Surname11367 Name332 2
Surname11370 Name70204 3.26
Surname11371 Name90691 2.65
Surname11376 Name70306 2.7
Surname11378 Name92716 2.91
Surname11378 Name74888 3.8
Surname1138 Name56224 3.3
Surname11380 Name58656 4.48
Surname11384 Name17483 2.43
Surname11386 Name34360 4.8
Surname11388 Name50717 2.08
Surname11390 Name10680 2.5
Surname11391 Name66637 2.03
Surname11392 Name29187 4.66
Surname11393 Name83521 4.93
Surname11395 Name36360 2.38
Surname11397 Name70110 3.33
Surname114 Name91595 4.7
Surname11400 Name72268 2.55
Surname11403 Name88180 4.6
Surname11403 Name19102 2.9
Surname11403 Name40472 2.41
Surname11403 Name16178 2.54
Surname11405 Name29322 3.2
Surname11413 Name77136 2.67
Surname11414 Name20548 3.36
Surname11414 Name49743 3.45
Surname11418 Name13284 4.05
Surname11421 Name85114 3.6
Surname11423 Name66563 3.94
Surname11425 Name48466 3.51
Surname11429 Name82881 4.56
Surname11429 Name8326 4.05
Surname11431 Name54008 2.6
Surname11433 Name4220 2.9
Surname1144 Name62088 4.8
Surname11442 Name21059 3
Surname11443 Name85246 4.53
Surname11446 Name47188 2.35
Surname11450 Name32120 2.73
Surname11451 Name87904 2.55
Surname11455 Name19954 3.6
Surname11459 Name53342 2.17
Surname11459 Name48045 3.35
Surname1146 Name36243 2.88
Surname11460 Name99310 3.9
Surname11466 Name1018 2.94
Surname11471 Name87045 3.66
Surname11472 Name31337 2.53
Surname11477 Name56246 2.65
Surname11479 Name52352 4
Surname11479 Name39154 2.2
Surname11482 Name28367 1.96
Surname11483 Name51931 4.42
Surname11483 Name69247 3.17
Surname11485 Name51933 3.48
Surname11488 Name67119 4.94
Surname1149 Name56538 3.63
Surname1149 Name76647 4.36
Surname11491 Name39133 3.16
Surname11493 Name97193 1.79
Surname11497 Name77952 2.95
Surname11500 Name30943 4.7
Surname11504 Name98057 3.3
Surname11505 Name67538 4
Surname11507 Name31398 4.03
Surname11508 Name89497 4.06
Surname11512 Name24882 3.8
Surname11512 Name62655 3.83
Surname11514 Name18897 3.51
Surname11520 Name40901 3.6
Surname11524 Name96653 2
Surname11525 Name47595 3.13
Surname11525 Name68435 4.8
Surname11526 Name78334 4.78
Surname11526 Name69606 2.87
Surname11531 Name56426 2.1
Surname11537 Name84879 2.99
Surname11539 Name56617 3.29
Surname11539 Name72646 4
Surname11542 Name20338 2.68
Surname11544 Name97071 4.86
Surname11546 Name21318 4.36
Surname11546 Name36157 3.93
Surname11547 Name91096 4.76
Surname11547 Name18710 2.55
Surname11549 Name91506 4.3
Surname11552 Name92510 3.75
Surname11558 Name89929 3.91
Surname11562 Name88828 1.9
Surname11563 Name6662 4.3
Surname1157 Name4362 4.94
Surname11574 Name43874 2.4
Surname11575 Name35975 2.2
Surname11575 Name921 4
Surname11576 Name21288 2.37
Surname11577 Name19583 2.16
Surname1158 Name60413 1.87
Surname11580 Name61696 4.1
Surname11583 Name21149 3.11
Surname11586 Name89495 4.83
Surname11588 Name10906 4.25
Surname11588 Name941 2.8
Surname1159 Name85708 4.07
Surname11592 Name26973 3.66
Surname11592 Name52040 2.1
Surname11595 Name78760 4.12
Surname11598 Name88115 3.65
Surname11598 Name56656 4
Surname11598 Name69604 3.2
Surname11599 Name41953 4.55
Surname11599 Name77403 4.58
Surname11599 Name82745 3.7
Surname116 Name64396 3
Surname116 Name74755 2.35
Surname1160 Name42823 2.9
Surname11604 Name98612 4.3
Surname11605 Name73755 2.18
Surname11606 Name9201 3.75
Surname11609 Name11809 4.85
Surname1161 Name929 3.75
Surname11612 Name32959 3.95
Surname11617 Name31308 4.05
Surname11623 Name98597 2.28
Surname11624 Name2382 2.56
Surname11629 Name55563 4.04
Surname11632 Name46847 4.7
Surname11632 Name64644 3.5
Surname11636 Name33599 3.73
Surname11646 Name45174 1.75
Surname11646 Name62229 4.66
Surname11647 Name74779 2.1
Surname1165 Name37391 4.95
Surname1165 Name42304 1.98
Surname1165 Name16830 3.8
Surname11655 Name34986 3.7
Surname11666 Name20990 3.68
Surname11669 Name46412 4.81
Surname11669 Name998 4.63
Surname11669 Name12512 4.34
Surname1167 Name13575 2.5
Surname11670 Name57899 4.13
Surname11672 Name67432 2.2
Surname11673 Name61186 2.78
Surname11673 Name68177 4.61
Surname11674 Name4663 2.69
Surname11675 Name25949 4.39
Surname11676 Name60063 4
Surname11677 Name81233 2.79
Surname1168 Name95341 4.35
Surname11687 Name41402 4.38
Surname11693 Name11927 4.72
Surname11693 Name77974 4.97
Surname11693 Name41033 3.91
Surname11695 Name62489 3.3
Surname11695 Name64609 4.51
Surname11696 Name1579 2.14
Surname11698 Name32591 3.6
Surname117 Name91214 4.15
Surname117 Name94784 2.2
Surname1170 Name1430 2.84
Surname11700 Name99779 4.23
Surname11704 Name12794 2.48
Surname11705 Name14275 4.17
Surname11712 Name95023 3.8
Surname11712 Name66322 4.42
Surname11713 Name45159 1.96
Surname11713 Name94627 4.45
Surname11714 Name84613 3.6
Surname11715 Name84335 4.8
Surname11716 Name31714 4.6
Surname11717 Name88780 1.45
Surname11719 Name18990 2.29
Surname11722 Name38080 2.45
Surname11722 Name5176 3.1
Surname11723 Name54246 2.72
Surname11723 Name60099 4.39
Surname11728 Name94256 1.9
Surname1173 Name11243 3.4
Surname11734 Name68719 3.05
Surname11735 Name25336 3.49
Surname11735 Name2531 3.7
