SURNAME NAME FINAL_POINTS 
Name7409 Surname5005 3.5
Name4928 Surname9156 7.2
Name4834 Surname420 3.64
Name1210 Surname4025 4.75
Name2592 Surname9700 3.36
Name9143 Surname6252 7.85
Name9869 Surname2678 6.9
Name6086 Surname3298 3.26
Name656 Surname6781 6.45
Name7846 Surname2433 6.06
Name8420 Surname6053 3.23
Name674 Surname7752 4.05
Name4832 Surname9359 4.12
Name9554 Surname4173 5.66
Name4441 Surname4815 6.22
Name2217 Surname3446 2.77
Name4120 Surname9854 6.4
Name7666 Surname391 5.75
Name7336 Surname726 5.85
Name1703 Surname7852 2.11
Name8218 Surname6306 4.3
Name4671 Surname6705 2.78
Name4913 Surname5945 7.1
Name1030 Surname5889 2.7
Name8129 Surname3353 5.4
Name7215 Surname2998 2.97
Name7436 Surname6507 3.91
Name1324 Surname7761 5.6
Name1764 Surname6238 1.94
Name5399 Surname6692 5.97
Name2629 Surname4426 3.02
Name3928 Surname9814 6.64
Name3112 Surname5785 2.14
Name4562 Surname2862 7.73
Name1054 Surname3046 7.3
Name1442 Surname8228 8.06
Name4613 Surname3432 6.2
Name8806 Surname6043 5.45
Name8579 Surname7724 5.54
Name8295 Surname6830 7.95
Name3731 Surname3875 8
Name3885 Surname8836 6.46
Name5832 Surname718 5.09
Name5547 Surname9180 4.33
Name8881 Surname7605 3.63
Name4323 Surname7649 3
Name1656 Surname1620 3.15
Name5696 Surname5151 3.07
Name5388 Surname6256 5.23
Name6136 Surname5482 5.35
Name4402 Surname5654 1.9
Name9135 Surname9522 2.73
Name840 Surname2651 7.06
Name9092 Surname1510 3.2
Name2094 Surname4469 2.75
Name48 Surname1787 7.75
Name3345 Surname2870 6.76
Name4875 Surname3625 5.3
Name1226 Surname1620 6.7
Name2050 Surname7907 3.85
Name5153 Surname6536 7.5
Name1773 Surname6911 5.75
Name3569 Surname4683 5.23
Name3012 Surname6250 5.93
Name2312 Surname4962 2.05
Name5821 Surname5256 2.07
Name4103 Surname8562 4.79
Name180 Surname1860 7.46
Name730 Surname3449 3.69
Name4948 Surname8309 5.97
Name5615 Surname2407 6.18
Name2726 Surname4852 4.2
Name9533 Surname8330 7.32
Name3143 Surname4809 2.4
Name3047 Surname9180 4.51
Name541 Surname9203 2.05
Name3886 Surname338 3.45
Name1804 Surname1242 5.67
Name5762 Surname2602 4.43
Name6936 Surname4080 3.9
Name2168 Surname9298 4.95
Name3972 Surname8146 7.55
Name7735 Surname7652 6.53
Name3332 Surname4614 3.54
Name4540 Surname2930 6.15
Name3182 Surname9712 4.83
Name6230 Surname5966 3.86
Name3317 Surname143 2.75
Name2754 Surname3619 1.64
Name8528 Surname9008 5.44
Name6326 Surname3678 3.6
Name4830 Surname4752 4.04
Name5429 Surname5828 2.6
Name7168 Surname7095 6.8
Name9413 Surname8341 4.08
Name7 Surname6435 6.46
Name6859 Surname692 5.3
Name216 Surname7720 5
Name1298 Surname1931 6.55
Name9357 Surname6554 4.8
Name3997 Surname3159 7.2
Name4438 Surname7781 5.55
Name3662 Surname2628 4.97
Name5210 Surname5313 2.6
Name925 Surname8449 4.7
Name234 Surname1384 2.65
Name9570 Surname3691 5.65
Name1933 Surname7842 4.47
Name7025 Surname1708 1.95
Name3128 Surname5742 3.26
Name2392 Surname2541 3.51
Name9258 Surname7919 6.23
Name3051 Surname5863 7.88
Name5559 Surname5326 5.64
Name2203 Surname3484 4.2
Name6590 Surname5607 4.43
Name1759 Surname4925 2
Name6974 Surname3931 3.26
Name1729 Surname4653 5.3
Name566 Surname2793 5.6
Name7084 Surname4403 4.2
Name2179 Surname2156 1.86
Name3443 Surname9948 4
Name3777 Surname3952 6.85
Name2814 Surname1624 7.86
Name5775 Surname2985 7.65
Name6199 Surname972 6.86
Name1858 Surname2055 3.9
Name6773 Surname2775 1.96
Name497 Surname6571 3.55
Name6686 Surname7730 3.71
Name2922 Surname2305 6.36
Name3374 Surname9877 5.13
Name9050 Surname4063 7.1
Name4919 Surname8500 3.04
Name4503 Surname356 7.2
Name7092 Surname1571 3.3
Name4874 Surname2487 3.8
Name9157 Surname5113 7.2
Name7826 Surname6929 4.15
Name129 Surname7901 6.61
Name6089 Surname5248 6.25
Name5531 Surname5774 2.65
Name9333 Surname3716 7.25
Name514 Surname446 7.25
Name1771 Surname254 6.55
Name3824 Surname2057 2.72
Name9821 Surname1441 3.5
Name6747 Surname9379 5.3
Name1507 Surname23 2.2
Name3831 Surname3701 4.04
Name83 Surname9748 6.55
Name4075 Surname4398 1.84
Name1962 Surname5153 5.87
Name9050 Surname7625 2.47
Name856 Surname1624 6.43
Name4926 Surname9707 1.9
Name9511 Surname7851 5.34
Name5412 Surname8639 4.93
Name1819 Surname776 4.2
Name4406 Surname7166 4.7
Name3875 Surname3050 7.4
Name6878 Surname348 7.9
Name4971 Surname1259 5.88
Name8039 Surname5308 6.08
Name9110 Surname4821 6.55
Name1956 Surname2283 1.53
Name2615 Surname9310 7.31
Name5896 Surname5080 3.94
Name4872 Surname8091 4.9
Name5755 Surname6142 5.95
Name131 Surname4738 1.96
Name9397 Surname7137 3.79
Name7377 Surname7225 2.2
Name7918 Surname692 2.6
Name3820 Surname134 3.05
Name7335 Surname9049 3.8
Name5323 Surname2012 2.16
Name8987 Surname9754 2.13
Name440 Surname5502 6.8
Name4320 Surname7967 2.54
Name7229 Surname5624 2.8
Name6851 Surname8245 5.37
Name1089 Surname4663 2.2
Name1772 Surname2110 6.04
Name4981 Surname1420 4.3
Name9724 Surname1396 2
Name7933 Surname2301 2.28
Name1866 Surname5484 7.6
Name9165 Surname3621 7.5
Name933 Surname9529 4.34
Name4952 Surname581 4.47
Name9384 Surname3222 3.9
Name3798 Surname7081 2.05
Name8250 Surname5177 6.46
Name3255 Surname5403 4.68
Name6536 Surname9850 4.19
Name6164 Surname7791 6.65
Name4363 Surname1068 4.48
Name5550 Surname3636 3.6
Name2161 Surname8349 3.24
Name685 Surname5464 4.15
Name6054 Surname2621 5.3
Name3034 Surname6264 7.34
Name8499 Surname7712 6.2
Name8209 Surname2262 5.94
Name3632 Surname6426 4.95
Name7555 Surname4909 3.11
Name4666 Surname7564 2.73
Name10 Surname9035 3.9
Name8127 Surname4336 7
Name9561 Surname2141 8.2
Name2791 Surname9575 2.43
Name937 Surname7213 3.69
Name7557 Surname5550 3.78
Name5665 Surname5242 2.56
Name6123 Surname9726 4.49
Name676 Surname6873 4.24
Name5033 Surname2499 3.28
Name6583 Surname7830 3.67
Name4247 Surname3563 3.25
Name9638 Surname392 5.65
Name2641 Surname5861 2.2
Name5248 Surname5916 5.4
Name7074 Surname9142 8
Name5984 Surname5074 7.08
Name4312 Surname3956 6.7
Name8829 Surname5144 6.84
Name7274 Surname6234 7.33
Name7113 Surname740 5.36
Name8253 Surname312 5.79
Name5161 Surname953 8
Name8838 Surname7550 4.35
Name9021 Surname5921 6.05
Name1194 Surname8897 6.3
Name2754 Surname3078 6.09
Name7232 Surname9586 5.42
Name9143 Surname6782 3.1
Name5862 Surname6199 4.3
Name9310 Surname2794 4.26
Name2102 Surname7683 4.38
Name1369 Surname3386 3.02
Name9832 Surname3988 4.26
Name6975 Surname1017 7.2
Name7381 Surname1202 6.22
Name2502 Surname6355 2.8
Name7850 Surname8974 2.45
Name5142 Surname2214 6
Name8532 Surname3908 4.95
Name6852 Surname4274 3.66
Name2850 Surname9146 6.23
Name6909 Surname2548 2.9
Name5479 Surname6918 7.56
Name6131 Surname2745 7.31
Name7455 Surname7376 6.67
Name1646 Surname4241 6.5
Name7518 Surname4410 1.8
Name7679 Surname3060 3.81
Name3646 Surname67 2.17
Name751 Surname3044 4
Name3040 Surname8156 1.75
Name7943 Surname7752 6.23
Name1662 Surname4176 2.54
Name6089 Surname1484 5.39
Name9590 Surname9035 6.16
Name8700 Surname5074 6.8
Name4832 Surname5668 2.67
Name4927 Surname8988 3.2
Name1014 Surname6213 3.2
Name2132 Surname4246 6.04
Name3906 Surname9869 6.66
Name8088 Surname99 3.56
Name9755 Surname6109 6.06
Name6249 Surname2935 3.42
Name6259 Surname7378 6.2
Name8342 Surname7319 2.8
Name113 Surname489 2.9
Name4860 Surname6348 6.4
Name1476 Surname9455 5.13
Name813 Surname3977 7.1
Name6569 Surname4600 2.93
Name634 Surname5237 7.7
Name5940 Surname1347 6.4
Name4623 Surname8722 3
Name3393 Surname8332 4.51
Name7793 Surname1385 6
Name1273 Surname1353 5.59
Name2546 Surname3014 5.61
Name2136 Surname1868 6.44
Name8235 Surname1675 1.95
Name7892 Surname1878 3.05
Name2805 Surname5214 4
Name3731 Surname7440 2.1
Name2151 Surname2270 2.83
Name6547 Surname4254 6.63
Name5599 Surname5440 7.46
Name4746 Surname6136 2.69
Name3256 Surname8727 3.84
Name6552 Surname6829 8.16
Name6220 Surname41 5.61
Name7315 Surname8390 5.3
Name6685 Surname3398 5.23
Name2282 Surname6883 7.1
Name8864 Surname9680 8.5
Name1794 Surname2282 4.05
Name5163 Surname9551 7.99
Name6192 Surname2765 5.7
Name488 Surname4601 6.74
Name3723 Surname6003 1.85
Name2080 Surname9095 6.89
Name4770 Surname6594 2.98
Name7818 Surname2838 2.9
Name2469 Surname6762 2.77
Name4918 Surname7836 7.13
Name398 Surname2548 5.77
Name4627 Surname7126 5.64
Name9981 Surname4326 7.1
Name697 Surname7653 2.78
Name290 Surname1033 2.37
Name1994 Surname6423 4.55
Name3183 Surname1393 2.73
Name9995 Surname7844 2.35
Name6607 Surname8018 6.18
Name7011 Surname7107 5.03
Name4535 Surname5788 3.6
Name6504 Surname2842 7
Name1866 Surname4887 2.58
Name4636 Surname5806 5.33
Name9664 Surname2765 4.75
Name9079 Surname6084 3.2
Name1121 Surname9637 1.8
Name4317 Surname2839 6.07
Name3249 Surname2201 7.5
Name8956 Surname4422 3.08
Name111 Surname6939 2.83
Name4657 Surname2323 6.3
Name9692 Surname8920 5.63
Name4247 Surname3084 5.04
Name7797 Surname9549 6.33
Name614 Surname9652 2.16
Name1228 Surname6510 8.1
Name8322 Surname5679 7.8
Name9742 Surname2476 6.4
Name3603 Surname2728 3.51
Name2537 Surname897 6.07
Name3067 Surname5149 7.95
Name8244 Surname345 5.75
Name1631 Surname4844 4.09
Name9219 Surname3646 6.5
Name3623 Surname2707 3.68
Name659 Surname5659 3.65
Name1935 Surname1022 1.85
Name3082 Surname964 5.33
Name5981 Surname2986 3.18
Name6698 Surname5830 6.85
Name8857 Surname155 6.06
Name8727 Surname6272 8.4
Name2013 Surname7922 7.91
Name6189 Surname5825 7.88
Name5556 Surname5943 7.32
Name8141 Surname1772 1.7
Name4837 Surname7123 4.1
Name9785 Surname2901 6.63
Name3716 Surname6069 7.63
Name6604 Surname7683 5.5
Name4996 Surname8432 3.15
Name5890 Surname4518 2.9
Name560 Surname8681 2.6
Name1996 Surname5284 7.8
Name7142 Surname3275 2.26
Name5611 Surname7921 2.25
Name5718 Surname5896 2.6
Name4194 Surname5929 7.8
Name8262 Surname6574 3.6
Name9606 Surname3540 5.34
Name9311 Surname5335 5.6
Name621 Surname3733 7.5
Name7055 Surname4171 5.5
Name5806 Surname2442 5.43
Name923 Surname8435 7.4
Name7668 Surname7843 2.39
Name1684 Surname4721 3.35
Name155 Surname2109 4.94
Name632 Surname2937 4.13
Name5198 Surname8378 5.15
Name7519 Surname9596 2.14
Name1783 Surname872 6.47
Name2746 Surname6562 6.35
Name8049 Surname2628 2.72
Name3458 Surname3527 7.43
Name7602 Surname3775 7.04
Name8442 Surname4026 5.55
Name5192 Surname1280 7.98
Name7259 Surname939 6.7
Name7174 Surname3475 4.82
Name5542 Surname1712 3.45
Name2595 Surname4859 2.78
Name1578 Surname8337 4.15
Name5621 Surname8285 4.3
Name3544 Surname3747 4.35
Name9327 Surname3415 7.37
Name6621 Surname467 7.95
Name2910 Surname1382 7.33
Name9759 Surname9723 4.18
Name8471 Surname2218 7.56
Name6915 Surname3261 6.88
Name9777 Surname467 7.23
Name8798 Surname2910 6.87
Name9868 Surname7774 3.2
Name9483 Surname9075 4.8
Name4122 Surname3092 5.4
Name1278 Surname7124 6.2
Name2671 Surname9035 3.5
Name3333 Surname432 5.89
Name3279 Surname5447 7.03
Name172 Surname9672 4.9
Name4111 Surname7807 4.43
Name7312 Surname9882 7.46
Name2815 Surname5769 2.85
Name4847 Surname9978 3.45
Name1340 Surname9167 5.19
Name7613 Surname2486 5.25
Name7543 Surname6408 2.8
Name6075 Surname3085 5.68
Name6588 Surname2003 8.03
Name2130 Surname8964 5.66
Name7539 Surname3492 5.58
Name8714 Surname5622 3.5
Name276 Surname4877 6
Name8991 Surname7015 3.63
Name9650 Surname114 2.7
Name4763 Surname742 4.7
Name3216 Surname4149 6.45
Name3394 Surname7475 2.16
Name4762 Surname9741 7.23
Name3514 Surname5294 5.46
Name2445 Surname3171 6.33
Name2589 Surname9386 6.3
Name4862 Surname9133 3.75
Name7151 Surname7707 6.48
Name8331 Surname9702 3.05
Name9488 Surname7299 3.8
Name8006 Surname2978 5.5
Name5814 Surname2713 4.3
Name4655 Surname3255 5.78
Name252 Surname6426 3.6
Name9852 Surname5859 7.7
Name1351 Surname4752 3.27
Name7139 Surname6233 6.94
Name6552 Surname8095 7.07
Name5123 Surname3152 5.46
Name6988 Surname4954 2.87
Name1262 Surname553 4.07
Name7110 Surname4631 6.58
Name8904 Surname7337 6.03
Name1888 Surname1609 3.14
Name7962 Surname1916 5.78
Name2330 Surname3924 6
Name3834 Surname2475 5.27
Name9 Surname7455 7.3
Name2898 Surname1920 8.55
Name860 Surname5815 3.41
Name8794 Surname1370 3.8
Name4917 Surname5046 4.85
Name5114 Surname2169 7.59
Name5572 Surname4944 7.7
Name5320 Surname5943 3.8
Name6364 Surname713 6.4
Name5639 Surname6781 7.95
Name8206 Surname9623 8.3
Name6225 Surname825 4.07
Name4859 Surname2888 2.94
Name5272 Surname8957 6.4
Name4487 Surname1230 5.34
Name6815 Surname2579 2.85
Name3588 Surname6869 5
Name6416 Surname372 5
Name4748 Surname1450 4.3
Name1552 Surname1978 3.81
Name2071 Surname6515 6.7
Name8304 Surname9428 4.15
Name2236 Surname1101 5.7
Name215 Surname6363 2.6
Name7633 Surname2987 4.9
Name9947 Surname7199 5.15
Name4768 Surname6362 6.98
Name8690 Surname9287 7.27
Name7458 Surname1717 5.3
Name5170 Surname9322 7.8
Name4413 Surname2799 7.2
Name959 Surname4228 7.98
Name2564 Surname2425 2.65
Name9164 Surname4261 2.17
Name9487 Surname9923 5
Name227 Surname3952 3.35
Name9016 Surname7628 2.23
Name2594 Surname36 5.57
Name3480 Surname8989 7.5
Name6629 Surname8682 3.53
Name5027 Surname1964 6.86
Name6152 Surname4145 5.58
Name3864 Surname6932 3.93
Name6002 Surname4367 2.7
Name2507 Surname5264 1.9
Name5365 Surname1009 3.85
Name8148 Surname8202 5.3
Name3018 Surname8142 6.73
Name3487 Surname6514 4.08
Name2693 Surname9943 8.1
Name9875 Surname8957 5.4
Name8535 Surname5194 4.79
Name4908 Surname6275 5.7
Name5091 Surname9228 3.7
Name9936 Surname6233 2.7
Name4043 Surname6975 4.33
Name5377 Surname8520 4.23
Name1491 Surname7785 5.08
Name42 Surname8346 7.03
Name9490 Surname5730 3.3
Name126 Surname2267 4.6
Name4841 Surname9429 3
Name7885 Surname5105 2.9
Name3285 Surname2116 6.59
Name8429 Surname983 7.2
Name2785 Surname8495 5.88
Name396 Surname8317 6.6
Name8666 Surname308 5.3
Name7085 Surname8601 2.78
Name7264 Surname8473 4.15
Name3590 Surname8831 4.68
Name900 Surname8436 7.67
Name7753 Surname8218 4.76
Name6892 Surname1609 6.4
Name3049 Surname2217 6.35
Name8069 Surname5892 7.93
Name6661 Surname5067 8.03
Name7855 Surname1749 2
Name3353 Surname3597 7.55
Name6909 Surname6388 5.93
Name554 Surname6300 3.53
Name1835 Surname9413 5.61
Name2748 Surname1467 7.15
Name6056 Surname7629 4.3
Name3606 Surname9850 6.03
Name6020 Surname9153 3.69
Name4895 Surname3114 5.1
Name9850 Surname1741 3.67
Name359 Surname3777 6.46
Name2267 Surname4381 2.72
Name8748 Surname6769 3.05
Name1118 Surname4207 2.45
Name9803 Surname396 6.76
Name9323 Surname6423 4.05
Name6809 Surname2702 5.2
Name5695 Surname1149 1.75
Name1264 Surname8906 2.84
Name8612 Surname1693 5.2
Name479 Surname6732 6.27
Name9063 Surname1182 5.17
Name4001 Surname2387 3.43
Name9011 Surname2424 2.75
Name4985 Surname4097 6.65
Name5047 Surname2731 7.86
Name8381 Surname9336 7.31
Name2455 Surname2754 4.7
Name1457 Surname2300 2.8
Name7376 Surname3938 2.63
Name768 Surname8792 1.9
Name8714 Surname2592 2.84
Name6769 Surname1933 7.5
Name9889 Surname9362 2.45
Name6229 Surname2132 5.9
Name5323 Surname7182 6.5
Name4510 Surname466 4.75
Name3390 Surname87 6.78
Name6082 Surname1311 6.93
Name1772 Surname4659 7.46
Name5047 Surname8155 4.3
Name7887 Surname1393 6.58
Name9747 Surname4012 5.35
Name2334 Surname2967 6.22
Name3976 Surname9347 4.1
Name3553 Surname4955 2.95
Name6375 Surname4184 1.15
Name719 Surname3893 4.2
Name4138 Surname513 2.4
Name7249 Surname5333 7.7
Name5349 Surname781 4.02
Name946 Surname7120 6.05
Name7432 Surname7038 7.35
Name1507 Surname3355 6.69
Name6667 Surname7307 3.38
Name826 Surname5992 5.74
Name7590 Surname6398 5.85
Name3771 Surname5741 6.9
Name381 Surname9205 6.88
Name3323 Surname4850 3.35
Name1688 Surname9728 6.94
Name250 Surname4403 1.99
Name8049 Surname6101 5.6
Name2966 Surname7746 3.2
Name2378 Surname1822 4.15
Name8817 Surname1889 6.33
Name2712 Surname5531 4.67
Name6799 Surname7826 5.85
Name775 Surname1596 6.13
Name8821 Surname7159 4.95
Name4458 Surname7150 4
Name8547 Surname7065 6.9
Name1515 Surname9725 1.84
Name673 Surname4261 4.63
Name8558 Surname9112 6.1
Name4746 Surname9959 4.08
Name6753 Surname319 5.54
Name6164 Surname5689 6.35
Name2512 Surname3080 1.81
Name2934 Surname7154 5.27
Name1025 Surname9926 1.85
Name5417 Surname927 3.88
Name5429 Surname5593 7.1
Name3694 Surname4255 5.38
Name6381 Surname2054 7.59
Name1423 Surname8007 2.25
Name7 Surname6438 4.21
Name2600 Surname4534 4.35
Name4251 Surname7211 5.65
Name6957 Surname1526 6.15
Name7798 Surname7807 2.14
Name1928 Surname1267 3.3
Name8881 Surname138 4.17
Name4796 Surname2249 4.64
Name1536 Surname4585 5.5
Name9388 Surname1899 3.35
Name8958 Surname2291 6.6
Name883 Surname9311 3.43
Name4475 Surname7644 8.7
Name6642 Surname2361 5.95
Name3756 Surname1325 6.25
Name7058 Surname1306 4.65
Name2108 Surname9475 7.5
Name3514 Surname1488 4.7
Name74 Surname8107 3.55
Name3667 Surname3474 2.17
Name5874 Surname1742 7.25
Name2146 Surname1724 4.26
Name1232 Surname2561 2.2
Name6393 Surname8441 4.95
Name7357 Surname4622 7.95
Name2223 Surname9257 4.6
Name2678 Surname3495 6
Name3789 Surname8537 7.59
Name2249 Surname9408 5.2
Name5441 Surname863 5.15
Name4555 Surname2181 6.88
Name406 Surname510 2.45
Name6156 Surname3516 7.5
Name6559 Surname7664 6.44
Name1302 Surname4950 2.26
Name6985 Surname7380 4.15
Name804 Surname8423 4.85
Name4246 Surname9160 4
Name4909 Surname817 3.05
Name6058 Surname7876 4.91
Name4576 Surname3842 2.8
Name26 Surname2311 2.9
Name2702 Surname3328 3.96
Name9420 Surname952 7.05
Name3769 Surname1103 5.09
Name156 Surname8224 2
Name43 Surname8279 7.23
Name219 Surname3203 2.53
Name2465 Surname3066 3.84
Name4210 Surname5212 4.11
Name2507 Surname9284 2.86
Name9834 Surname1375 2.94
Name8222 Surname6098 5.4
Name916 Surname8360 8.48
Name3782 Surname9013 2.83
Name4375 Surname3837 6.7
Name9031 Surname5167 6.15
Name6408 Surname7657 3.6
Name5706 Surname1730 6.33
Name4379 Surname6138 5.93
Name2809 Surname9836 7.61
Name5643 Surname2815 6.51
Name6356 Surname6631 2.93
Name8698 Surname3935 6.73
Name2559 Surname1046 6.76
Name6996 Surname5439 4.42
Name275 Surname5403 6.95
Name8432 Surname3331 6.6
Name3025 Surname9587 3.05
Name7089 Surname9455 3.03
Name6572 Surname7155 7.17
Name2403 Surname6085 7.8
Name1394 Surname4179 5.25
Name1496 Surname444 3.13
Name5697 Surname5575 3.6
Name3024 Surname170 3.3
Name812 Surname3152 4.33
Name2335 Surname9768 5.7
Name1284 Surname7141 5.8
Name2468 Surname6684 4.8
Name7359 Surname1279 6.5
Name9697 Surname7962 6.74
Name8176 Surname8540 4.7
Name730 Surname3267 7.83
Name1649 Surname2527 4.5
Name4555 Surname4303 2.63
Name6619 Surname3774 4.88
Name7758 Surname7785 7.68
Name957 Surname9224 7.15
Name951 Surname1503 6.17
Name9880 Surname6544 5.7
