SURNAME NAME FINAL_POINTS 
Surname1172 Name2245 1.9
Surname1173 Name2746 2.29
Surname1174 Name3107 3.12
Surname1178 Name702 3.28
Surname1178 Name9771 4.17
Surname1179 Name1621 3.05
Surname118 Name1576 4.46
Surname1180 Name9957 2.94
Surname1180 Name91 2.75
Surname1181 Name3008 4.25
Surname1182 Name8391 2.77
Surname1182 Name8849 2.8
Surname1183 Name3793 4.11
Surname1188 Name4196 2.84
Surname1189 Name9510 1.75
Surname1190 Name3171 4.15
Surname1191 Name8658 1.83
Surname1191 Name6420 4.04
Surname1197 Name4604 1.9
Surname1198 Name5047 2.08
Surname120 Name6714 2.45
Surname1201 Name9645 2.02
Surname1201 Name7299 3.26
Surname1209 Name67 4.34
Surname1209 Name1135 4.91
Surname1209 Name9781 3.3
Surname1213 Name7154 3.75
Surname1215 Name45 4.56
Surname1215 Name1515 3.84
Surname1216 Name3653 3.83
Surname122 Name3649 2.35
Surname1221 Name6688 3.2
Surname1222 Name7497 3.38
Surname1225 Name7540 4.96
Surname1228 Name7802 2.07
Surname1230 Name5029 2.78
Surname1233 Name4771 4.5
Surname1233 Name737 2.07
Surname1236 Name1824 3.25
Surname1238 Name7391 1.68
Surname1243 Name2603 3.38
Surname1247 Name9090 4.1
Surname1248 Name2100 4.53
Surname125 Name2718 4.72
Surname1258 Name1877 3.26
Surname1258 Name1248 4.27
Surname1260 Name5423 3.95
Surname1265 Name6197 4.23
Surname1268 Name5901 3.6
Surname1271 Name3359 3.56
Surname1275 Name5824 4.6
Surname1275 Name5193 3.05
Surname1277 Name2750 2.3
Surname1278 Name3853 3.05
Surname1280 Name4336 4.38
Surname1282 Name750 1.94
Surname1283 Name6379 3.35
Surname1286 Name7197 2.87
Surname1286 Name8726 2.2
Surname1286 Name7302 2.3
Surname1287 Name5512 4.8
Surname1289 Name6765 2.69
Surname1290 Name3315 2.54
Surname1291 Name3312 4.9
Surname1295 Name1909 4.3
Surname1296 Name9346 3.5
Surname1299 Name3949 4.94
Surname1302 Name2580 2.43
Surname1302 Name7644 3.35
Surname1303 Name7481 2.7
Surname1306 Name5991 3.6
Surname1306 Name5457 4.35
Surname1307 Name5508 2.56
Surname1311 Name6807 3.35
Surname1312 Name325 3.05
Surname1313 Name4666 3.3
Surname1313 Name1688 3.7
Surname1316 Name5009 3.85
Surname1317 Name7198 2.83
Surname1319 Name5838 2.69
Surname1324 Name9022 1.6
Surname1324 Name7478 4.45
Surname1325 Name7913 2.17
Surname1326 Name2884 4.83
Surname1330 Name150 3.56
Surname1334 Name9370 2.87
Surname1335 Name7111 4.3
Surname1337 Name4273 3.64
Surname134 Name7312 3.42
Surname134 Name4351 4.2
Surname1342 Name7916 2.25
Surname1343 Name177 4.96
Surname1345 Name3622 1.85
Surname1345 Name3026 3.2
Surname1346 Name4221 4.71
Surname1349 Name5841 3.81
Surname1349 Name9055 3.8
Surname1354 Name9532 3.3
Surname1354 Name2222 1.95
Surname1357 Name5740 3.3
Surname1357 Name788 4.33
Surname1357 Name5439 2.83
Surname1360 Name4146 3.45
Surname1361 Name6362 4.63
Surname1363 Name5962 4
Surname1365 Name6026 4.6
Surname1367 Name8121 3.75
Surname1369 Name1776 3.78
Surname1370 Name6963 4.51
Surname1370 Name2116 3.84
Surname1371 Name9795 4.91
Surname1371 Name5016 2.2
Surname1375 Name7201 3.57
Surname1376 Name837 4.27
Surname1377 Name5775 3.57
Surname1378 Name783 4.7
Surname1380 Name6035 2.86
Surname1385 Name237 4.7
Surname1385 Name4992 2.38
Surname1387 Name3884 3.9
Surname1389 Name4014 3.55
Surname139 Name6072 2.09
Surname1390 Name9324 2.6
Surname1391 Name7096 4.93
Surname1392 Name6945 2.96
Surname1393 Name976 3.54
Surname1394 Name2561 2.99
Surname1396 Name5586 3.2
Surname1398 Name5077 2.9
Surname1399 Name2166 4.36
Surname1399 Name6204 2.9
Surname1401 Name3215 4.07
Surname1403 Name9735 4.65
Surname1403 Name4887 2.37
Surname1405 Name8703 4.72
Surname1409 Name8303 2.59
Surname1412 Name8339 1.9
Surname1415 Name7564 2.2
Surname1416 Name2198 2.99
Surname1416 Name5719 3.08
Surname1418 Name1883 4.47
Surname1430 Name7806 2.95
Surname1433 Name6048 3.23
Surname1434 Name1650 4.7
Surname1434 Name1519 2.58
Surname1436 Name1805 3.8
Surname1439 Name4133 1.9
Surname144 Name8424 3.73
Surname144 Name4171 3.05
Surname1440 Name9700 2.1
Surname1440 Name6961 2.15
Surname1443 Name5571 4.72
Surname1447 Name7676 3.23
Surname1450 Name1270 2.11
Surname1454 Name3034 2.83
Surname1455 Name1945 4.85
Surname1457 Name770 3.2
Surname1459 Name805 4.13
Surname1459 Name7492 2.13
Surname146 Name2993 4.6
Surname1460 Name3037 4
Surname1462 Name5867 2.9
Surname1464 Name7156 3.04
Surname1464 Name2724 2.02
Surname1467 Name2792 1.6
Surname1468 Name5807 2.97
Surname1471 Name4347 2.45
Surname1474 Name1866 2.43
Surname1475 Name5288 3.81
Surname1475 Name2231 3.77
Surname1476 Name133 4
Surname1477 Name6948 2.08
Surname1477 Name155 4.88
Surname148 Name7649 3.63
Surname1480 Name7096 3.75
Surname1480 Name6834 4.27
Surname1482 Name6124 3.05
Surname1483 Name4112 4.42
Surname1483 Name1191 2.2
Surname1485 Name2212 4.67
Surname1487 Name2405 4.63
Surname149 Name2999 4.74
Surname1494 Name8728 2.6
Surname150 Name5062 4.24
Surname1500 Name5146 4.83
Surname1506 Name4329 2.43
Surname1508 Name8171 1.98
Surname1510 Name299 2.35
Surname1515 Name7183 3.4
Surname1517 Name9620 2.45
Surname1517 Name7446 3.87
Surname1517 Name6164 2.5
Surname1518 Name368 3.24
Surname1523 Name8405 1.9
Surname1524 Name5968 2.6
Surname1524 Name902 2.8
Surname1525 Name5730 2.95
Surname1525 Name6514 2.65
Surname1528 Name9476 2.65
Surname1529 Name741 2.41
Surname1537 Name7471 3.55
Surname1552 Name9168 2.9
Surname1553 Name3789 3.15
Surname1553 Name9790 3.75
Surname1553 Name567 2.15
Surname1554 Name9343 2.45
Surname1556 Name1045 4
Surname1557 Name2494 3.5
Surname1559 Name5771 2.71
Surname156 Name3359 1.96
Surname156 Name4898 3.28
Surname156 Name3288 2.94
Surname156 Name8661 4.7
Surname1560 Name6130 3.5
Surname1561 Name7084 4.23
Surname1562 Name7666 3
Surname1564 Name900 4.45
Surname1564 Name629 2.24
Surname1568 Name6898 4.4
Surname1570 Name3043 4.7
Surname1571 Name7231 4.7
Surname1572 Name4620 3.3
Surname1574 Name5497 4.97
Surname1575 Name8338 4.5
Surname1577 Name5767 4.2
Surname1580 Name8084 2.05
Surname1580 Name5597 3.4
Surname1582 Name8413 3.17
Surname1585 Name1444 4.7
Surname1586 Name1237 4.96
Surname159 Name5951 4.24
Surname1590 Name2205 2.05
Surname1591 Name9050 4.45
Surname1593 Name7891 2.6
Surname1594 Name7995 2.37
Surname1595 Name5135 2.09
Surname1599 Name6455 3.9
Surname1599 Name2636 3.05
Surname160 Name4958 3.23
Surname1604 Name3842 2.3
Surname1604 Name1928 4.39
Surname1605 Name455 1.85
Surname1605 Name9371 4.9
Surname1605 Name7217 3.63
Surname1606 Name5626 2.03
Surname1606 Name800 4.3
Surname1607 Name2044 4.12
Surname1607 Name927 3.91
Surname1607 Name3274 4.7
Surname161 Name2867 3
Surname1614 Name326 4.6
Surname1614 Name518 3.91
Surname1616 Name2035 3.3
Surname162 Name7319 3.49
Surname1626 Name3912 4.7
Surname1629 Name9131 1.8
Surname1633 Name6173 1.8
Surname1634 Name593 3.51
Surname1634 Name4089 3.83
Surname1634 Name3608 2.83
Surname1636 Name7150 4.83
Surname1638 Name386 1.6
Surname164 Name7664 2.75
Surname1641 Name9977 4.2
Surname1642 Name3246 2.95
Surname1642 Name200 1.84
Surname1648 Name6177 2.29
Surname1648 Name1041 1.6
Surname165 Name214 4.06
Surname1651 Name1406 2.2
Surname1651 Name4447 3
Surname1653 Name9554 4.53
Surname1653 Name3259 1.66
Surname1654 Name635 3.6
Surname1656 Name2683 3.96
Surname1658 Name3449 4.25
Surname1659 Name4324 2.6
Surname1659 Name7211 3.77
Surname1660 Name4644 4.3
Surname1662 Name5267 4.55
Surname1662 Name2092 2.03
Surname1663 Name3777 2.65
Surname1670 Name1861 4.7
Surname1671 Name2860 4.17
Surname1672 Name9963 4.75
Surname1673 Name8770 3.55
Surname1675 Name1566 3.9
Surname1677 Name1719 4.35
Surname1677 Name2359 2.03
Surname1678 Name5111 2.54
Surname1678 Name11 3.27
Surname1678 Name8411 1.75
Surname168 Name4893 3.6
Surname1680 Name103 1.9
Surname1681 Name5381 4
Surname1683 Name4996 1.6
Surname1684 Name6083 3.43
Surname1684 Name309 3.08
Surname1684 Name5804 4.4
Surname1685 Name1544 2.35
Surname1686 Name2962 4.4
Surname1694 Name5688 3.2
Surname1696 Name9675 3.75
Surname1697 Name1887 3.98
Surname1698 Name3737 3.4
Surname1700 Name900 3.51
Surname1705 Name5446 4.82
Surname1706 Name8888 4.53
Surname1707 Name373 3.87
Surname1707 Name7475 4.34
Surname1712 Name4327 3.2
Surname1713 Name6812 4.03
Surname1713 Name9927 2.43
Surname1714 Name2127 3.91
Surname1714 Name1343 2.65
Surname1714 Name8117 2.6
Surname1722 Name8704 4.12
Surname1723 Name2160 3.5
Surname1723 Name4080 2.5
Surname173 Name8513 4.3
Surname173 Name2543 3.01
Surname1730 Name5227 2.44
Surname1736 Name9816 4.13
Surname1737 Name8510 4.3
Surname1741 Name1392 4.65
Surname1742 Name3982 4.7
Surname1745 Name8428 3.39
Surname1745 Name4865 4.44
Surname1745 Name7806 2.87
Surname1748 Name998 2.83
Surname1751 Name4504 4.21
Surname1753 Name2089 4.5
Surname1754 Name9715 3.3
Surname1754 Name1743 3.2
Surname1757 Name2302 3.75
Surname176 Name7187 2.5
Surname1761 Name9242 4.7
Surname1764 Name2264 1.85
Surname1768 Name7522 3
Surname1769 Name5522 2.11
Surname1770 Name7315 3.77
Surname1773 Name8464 4.72
Surname1774 Name2407 2.45
Surname1775 Name5471 4.4
Surname1775 Name8383 2.7
Surname1775 Name3150 4.05
Surname178 Name6521 4.3
Surname1780 Name6669 2.45
Surname1784 Name6514 2.35
Surname1786 Name8813 3.66
Surname1787 Name6265 3.41
Surname1788 Name2751 4.8
Surname179 Name1899 4.75
Surname1790 Name5755 2.85
Surname1790 Name3151 3.83
Surname1791 Name6765 4.93
Surname1793 Name6395 3.43
Surname1794 Name3749 4.93
Surname1796 Name2603 3.55
Surname1804 Name3342 4.91
Surname1804 Name2127 4.23
Surname1807 Name2679 4.69
Surname1809 Name7870 4.93
Surname1814 Name150 2.8
Surname1815 Name4794 2.57
Surname1816 Name8968 4.97
Surname1816 Name9312 2.53
Surname1819 Name4569 4.85
Surname1825 Name681 3.64
Surname1828 Name2351 4.94
Surname1829 Name314 4.39
Surname183 Name589 4.37
Surname1833 Name4195 4.2
Surname1836 Name8618 4.36
Surname1837 Name1114 4
Surname1837 Name3282 3.05
Surname1837 Name4532 3.26
Surname184 Name1095 2.7
Surname1842 Name7402 3.93
Surname1843 Name480 1.84
Surname1845 Name6952 4.25
Surname1847 Name4871 4.25
Surname1849 Name3851 3.4
Surname1855 Name1376 2.41
Surname1856 Name1278 2.41
Surname1857 Name7812 2.38
Surname1858 Name3769 4.67
Surname1858 Name3099 2.2
Surname1858 Name6263 3.55
Surname1860 Name4640 3.15
Surname1862 Name1477 1.78
Surname1862 Name535 1.6
Surname1862 Name7462 2.71
Surname1877 Name9581 4.7
Surname1877 Name3816 3.6
Surname1878 Name1853 2.81
Surname1880 Name5422 2.08
Surname1883 Name7873 4.45
Surname1884 Name4440 2.11
Surname1884 Name1186 4.24
Surname1887 Name3748 4.3
Surname1889 Name7125 3.5
Surname1889 Name3144 2.54
Surname1889 Name2552 2
Surname189 Name3916 3.08
Surname1896 Name3530 3.34
Surname1897 Name3621 4.6
Surname1900 Name7787 4.5
Surname1905 Name1708 2.35
Surname1910 Name8583 4.05
Surname1910 Name3827 2.43
Surname1913 Name9936 2.5
Surname1913 Name2184 4.24
Surname1916 Name4902 3.39
Surname1917 Name3229 2.16
Surname1919 Name8352 3
Surname192 Name541 3.5
Surname1924 Name5345 4.61
Surname1924 Name4460 1.84
Surname1927 Name3105 2.5
Surname1928 Name5008 4.4
Surname193 Name9889 4.5
Surname1930 Name915 4.15
Surname1931 Name7830 3.96
Surname1934 Name774 4.1
Surname1936 Name1682 4.5
Surname194 Name8711 3.9
Surname1940 Name8022 4.1
Surname1944 Name4412 4.07
Surname1946 Name6470 3.69
Surname1950 Name9519 4.26
Surname1951 Name144 3.3
Surname1953 Name1539 2.5
Surname1954 Name198 4.75
Surname1957 Name4377 3.88
Surname1959 Name146 3.49
Surname1963 Name8877 4.3
Surname1968 Name9082 4.27
Surname1970 Name875 3.65
Surname1971 Name2743 2.9
Surname1977 Name8393 4.38
Surname198 Name6827 2.28
Surname1980 Name8284 4.4
Surname1981 Name6472 3.54
Surname1982 Name5916 4.19
Surname1982 Name3011 4.45
Surname1984 Name4625 2.94
Surname1984 Name4087 2.05
Surname1985 Name4264 3.78
Surname1992 Name7199 2.15
Surname1993 Name9741 3.38
Surname1994 Name1808 1.93
Surname1994 Name6413 2.32
Surname1995 Name2094 4.45
Surname1996 Name372 3.15
Surname1996 Name2231 4.63
Surname1996 Name7142 2.75
Surname1996 Name9760 4.3
Surname1998 Name1449 4.95
Surname1999 Name2488 1.9
Surname20 Name682 2.16
Surname200 Name5490 4.61
Surname200 Name727 3.57
Surname200 Name9111 1.6
Surname2000 Name433 2.15
Surname2002 Name5894 1.68
Surname2004 Name5238 1.98
Surname2007 Name1145 3.05
Surname2008 Name2114 3
Surname2008 Name8388 4.4
Surname2011 Name744 4.75
Surname2011 Name606 3.07
Surname2012 Name1612 3.93
Surname2012 Name993 3.5
Surname2013 Name6925 2.5
Surname2016 Name8462 3.4
Surname2016 Name9796 3.71
Surname2017 Name9871 3.95
Surname2017 Name9322 4.8
Surname2018 Name8530 3.4
Surname2019 Name4410 4.78
Surname202 Name8707 2.6
Surname2031 Name545 4.7
Surname2032 Name9611 2.55
Surname2032 Name3299 4.4
Surname2032 Name1635 2.05
Surname2033 Name2792 1.86
Surname2033 Name2013 2
Surname2044 Name4218 4.27
Surname2045 Name1354 3.75
Surname2047 Name2895 2.75
Surname2048 Name5635 4.38
Surname2056 Name6044 2.16
Surname2056 Name3007 3.4
Surname2057 Name6447 2.35
Surname2060 Name2618 4.77
Surname2061 Name1393 3.8
Surname2066 Name3339 4.33
Surname2068 Name3422 4.8
Surname2070 Name1928 2.18
Surname2071 Name2352 2.8
Surname208 Name1701 2.86
Surname2083 Name6792 4.95
Surname2083 Name1540 2.17
Surname2087 Name1594 3.54
Surname2088 Name6502 3.24
Surname2090 Name9353 1.85
Surname2090 Name9517 2.79
Surname2092 Name7427 3.2
Surname2095 Name1200 3.27
Surname2098 Name6823 2.47
Surname2098 Name1250 4.87
Surname2098 Name9390 4.8
Surname2099 Name6622 3.45
Surname2101 Name2247 3.85
Surname2103 Name201 4.6
Surname2103 Name1936 3.77
Surname2103 Name5472 2.73
Surname2105 Name8353 4.94
Surname2109 Name7482 3.5
Surname2113 Name4316 4.85
Surname2116 Name4048 3.11
Surname2116 Name1521 3.45
Surname2117 Name3065 4.06
Surname2117 Name5339 3.65
Surname2119 Name4093 4.3
Surname212 Name3531 4.15
Surname2121 Name6068 2.98
Surname2124 Name3395 2.75
Surname2125 Name4168 4.96
Surname2125 Name1043 4.56
Surname2126 Name6848 4.13
Surname2127 Name1419 2.7
Surname2129 Name5716 3.53
Surname2129 Name8041 2.24
Surname2131 Name6276 2.08
Surname2135 Name244 3.68
Surname2141 Name3758 2.7
Surname2143 Name3433 2.2
Surname2145 Name8139 1.5
Surname2152 Name9180 2.11
Surname2155 Name7512 2.53
Surname2157 Name9146 3.2
Surname2159 Name6742 3.95
Surname2160 Name7141 3.64
Surname2160 Name5990 3.4
Surname2161 Name9971 2.14
Surname2161 Name7147 2.5
Surname2163 Name1089 3.26
Surname2170 Name5053 3.96
Surname2170 Name3052 2.3
Surname2172 Name626 4.79
Surname2172 Name5570 2.71
Surname2173 Name4934 3.09
Surname2175 Name3689 2.47
Surname2176 Name4461 4.07
Surname2176 Name1049 4.6
Surname2179 Name9541 4.3
Surname2180 Name4638 3.03
Surname2181 Name7888 4.53
Surname2181 Name36 3.69
Surname2183 Name9839 4.54
Surname2184 Name9135 2.9
Surname2185 Name2102 2.8
Surname219 Name4975 2.75
Surname2190 Name6658 2.96
Surname2192 Name6901 2.96
Surname2195 Name5296 4.15
Surname2196 Name3592 3.96
Surname22 Name3867 4.79
Surname22 Name8472 1.97
Surname220 Name5032 3.35
Surname2200 Name235 3.26
Surname2201 Name2797 1.99
Surname2202 Name1189 2.84
Surname2203 Name2126 2.3
Surname2203 Name9258 3.3
Surname2205 Name7554 2.08
Surname2206 Name697 2.2
Surname2207 Name5708 3.3
Surname2208 Name2068 4.7
Surname2208 Name3034 4.45
Surname2210 Name6410 2.93
Surname2215 Name6715 2.53
Surname2218 Name6835 2.96
Surname2221 Name239 1.9
Surname2223 Name3507 2.27
Surname2224 Name8207 2.11
Surname2229 Name2608 2.16
Surname2231 Name3431 4.33
Surname2232 Name4871 3.6
Surname2235 Name2698 2.84
Surname2238 Name492 2.44
Surname2238 Name6445 3.02
Surname2240 Name3643 2.26
Surname2246 Name9644 2.49
Surname2247 Name5009 4.38
Surname2248 Name3347 4.55
Surname2252 Name7258 2.27
Surname2252 Name2733 4.6
Surname2253 Name6198 4.14
Surname2253 Name1524 3.45
Surname2253 Name2581 4.75
Surname2257 Name6156 4.4
Surname2257 Name2891 2.87
Surname2259 Name7863 4.92
Surname2261 Name1467 2.77
Surname2261 Name1428 4.07
Surname2261 Name3134 2.53
Surname2263 Name3364 2.9
Surname2268 Name6512 4.4
Surname2271 Name4729 3.6
Surname2271 Name2380 4.8
Surname2272 Name3465 4.21
Surname2274 Name4916 3.6
Surname2275 Name7315 3
Surname2276 Name9458 4.47
Surname2279 Name2843 3.75
Surname2280 Name4018 4.78
Surname2284 Name5207 4.61
Surname2285 Name8327 4.2
Surname2286 Name3712 2.05
Surname2287 Name1713 2.28
Surname2288 Name2221 3.63
Surname2290 Name5976 3.05
Surname2290 Name3513 4.52
Surname2291 Name7176 2.5
Surname2295 Name6553 4.7
Surname2296 Name7790 4.7
Surname2298 Name5713 2.3
Surname2298 Name5033 4.42
Surname2300 Name713 4.37
Surname2301 Name3948 3
Surname2301 Name7307 4.8
Surname2303 Name2256 3.09
Surname2304 Name7292 3.9
Surname2304 Name713 2.64
Surname2306 Name3218 4.8
Surname2306 Name2180 2.84
Surname2307 Name3945 2.65
Surname231 Name525 3.16
Surname2310 Name1185 3.73
Surname2311 Name6450 3.53
Surname2314 Name7870 4.96
Surname2315 Name2505 3.9
Surname2321 Name716 4.8
Surname2324 Name6258 2.87
Surname2326 Name5005 4.21
Surname2327 Name8045 3.79
Surname2327 Name5744 1.6
Surname2328 Name8293 1.78
Surname2329 Name1092 4.73
Surname2329 Name771 2.13
Surname233 Name4942 4.64
Surname233 Name5945 4.24
Surname2330 Name3177 4.75
Surname2330 Name7624 1.75
Surname2335 Name4979 4.6
Surname2336 Name3639 3.8
Surname2337 Name9220 3.2
Surname2337 Name9439 2.38
Surname2338 Name6288 4.5
Surname2342 Name8614 1.9
Surname2346 Name7416 3.23
Surname2351 Name5650 3.84
Surname2354 Name7707 4.85
Surname2355 Name7458 2.44
Surname2356 Name6658 4.58
Surname2357 Name1025 4.45
Surname2359 Name8043 1.9
Surname2363 Name6297 3.26
Surname2363 Name5277 4.85
Surname2364 Name4588 4.8
Surname2364 Name5800 2.08
Surname2366 Name9688 1.9
Surname2366 Name5852 3.13
Surname2366 Name7225 3.83
Surname2367 Name1481 3.87
Surname2367 Name2732 3.42
Surname2373 Name829 3.43
Surname2374 Name3443 3
Surname2375 Name7792 4.23
Surname2378 Name5928 3.33
Surname2379 Name8326 2.9
Surname238 Name6332 2.78
Surname2380 Name260 3.45
Surname2380 Name1606 1.85
Surname2383 Name4049 3.9
Surname2386 Name8885 4.21
Surname2387 Name2563 2.5
Surname2387 Name3407 3.26
Surname239 Name7629 3.15
Surname239 Name3319 4.15
Surname2391 Name8820 2.73
Surname2392 Name6693 3.09
Surname2394 Name2843 3.6
Surname2394 Name7134 2.51
Surname2394 Name9462 4.13
Surname2396 Name6730 2.83
Surname2398 Name2149 2.93
Surname2399 Name8188 2.57
Surname24 Name1412 3.54
Surname2401 Name9719 2.3
Surname2402 Name6234 4.64
Surname2403 Name3833 4.55
Surname2404 Name8067 4.23
Surname2404 Name9636 4.35
Surname2406 Name3631 3.41
Surname2407 Name9562 2.95
Surname2409 Name3493 3.4
Surname2415 Name8037 3.86
Surname2418 Name617 3.51
Surname2419 Name9653 2.56
Surname2420 Name2795 4.77
Surname2420 Name3511 4.6
Surname2420 Name6223 4.63
Surname2422 Name7505 4.4
Surname2422 Name1175 2.6
Surname2425 Name2836 3.57
Surname2426 Name986 2.08
Surname2430 Name3790 4.96
Surname2432 Name2616 4.15
Surname2433 Name6202 2.83
Surname2434 Name8390 4.45
Surname2435 Name8233 2.5
Surname2435 Name4505 3.15
Surname2437 Name9171 2.33
Surname2439 Name7912 3.5
Surname2440 Name6569 2.75
Surname2440 Name4837 2.28
Surname2445 Name7110 4.65
Surname2445 Name2922 3.18
Surname2447 Name2075 3.1
Surname245 Name9996 2.3
Surname2452 Name636 3.75
Surname2454 Name2343 3.73
Surname2455 Name1498 2.2
Surname2459 Name1438 3.64
Surname2460 Name2123 3.66
Surname2460 Name4150 4.8
Surname2461 Name3063 4.47
Surname2468 Name8266 4.76
Surname2471 Name5756 2.2
Surname2476 Name6130 3.66
Surname2476 Name7101 2.8
Surname2477 Name9920 3.15
Surname2484 Name5267 3.75
Surname2486 Name3421 1.8
Surname2486 Name2379 2.35
Surname2488 Name2722 3.2
Surname2491 Name1770 2.14
Surname2492 Name3037 3.2
Surname2496 Name6872 4.26
Surname25 Name9809 3.7
Surname25 Name3388 4.93
Surname2500 Name6932 4.72
Surname2501 Name4038 3.28
Surname2505 Name1850 3.02
Surname2505 Name1943 2.08
Surname2505 Name2672 4.52
Surname2508 Name4996 4.45
Surname2511 Name9429 2.75
Surname2511 Name8017 3.95
Surname2514 Name335 2.2
Surname2516 Name6140 2.43
Surname2518 Name1459 4.3
Surname2520 Name5733 3.3
Surname2521 Name2042 3.45
Surname2522 Name4060 2.6
Surname2525 Name7202 2.23
Surname2529 Name3172 3.9
Surname2529 Name4803 4.7
Surname253 Name3852 2.45
Surname2533 Name957 4.4
Surname2535 Name4276 2.78
Surname2538 Name1844 4.3
Surname2539 Name9160 2.5
Surname2542 Name5646 3.87
Surname2542 Name1033 2.5
Surname2543 Name2011 4.39
Surname2544 Name235 2.9
Surname2544 Name1251 3.5
Surname2546 Name2038 1.97
Surname2547 Name663 4.86
Surname2548 Name2362 1.93
Surname2549 Name870 4.45
Surname2549 Name2623 2.7
Surname2557 Name4847 4
Surname2563 Name3139 2.72
Surname2568 Name5986 3.27
Surname2572 Name4605 4.55
Surname2574 Name2810 2.9
Surname2579 Name1585 4.93
Surname2582 Name5704 2.23
Surname2584 Name433 2.53
Surname2585 Name6197 4.21
Surname2587 Name9203 4.6
Surname2589 Name1174 2.97
Surname259 Name9533 4.7
Surname2591 Name3141 3.33
Surname2593 Name5319 1.81
Surname2595 Name8559 3.2
Surname2599 Name7568 4.11
Surname26 Name1848 2.37
Surname2600 Name2092 3.6
Surname2604 Name1014 2.53
Surname2604 Name1731 4
Surname2605 Name8141 2.39
Surname2605 Name9724 3.08
Surname2607 Name4001 1.97
Surname2608 Name3632 2.26
Surname2608 Name5698 2.85
Surname2609 Name3021 3.2
Surname2616 Name4309 4.74
Surname2620 Name4695 2.83
Surname2621 Name4516 4.66
Surname2621 Name2379 3.05
Surname2622 Name7195 1.94
Surname2624 Name6775 2.3
Surname2625 Name3822 3.5
Surname2626 Name436 3.38
Surname2627 Name1111 3.71
Surname2627 Name9901 2.66
Surname2628 Name7131 1.6
Surname2629 Name5500 4.6
Surname2629 Name8127 4.96
Surname2630 Name9180 3.41
Surname2632 Name1197 4.9
Surname2636 Name3847 3.48
Surname2638 Name7376 2.68
Surname264 Name7038 3.36
Surname2640 Name6103 2.5
Surname2643 Name1771 4.1
Surname2649 Name1122 4.21
Surname2651 Name2852 4.64
Surname2651 Name1669 3.32
Surname2652 Name7036 3.39
Surname2652 Name2649 2.15
Surname2658 Name1293 1
Surname2662 Name2294 1.5
Surname2666 Name3567 4.15
Surname2668 Name1079 2.23
Surname2670 Name5566 4.05
Surname2670 Name3814 3.23
Surname2671 Name3577 2.35
Surname2676 Name7844 2.6
Surname268 Name8970 3.35
Surname2681 Name9615 3.54
Surname2688 Name5374 4.39
Surname2688 Name2580 4.6
Surname269 Name6615 2.54
Surname2692 Name100 4.83
Surname2692 Name2903 2.2
Surname2693 Name532 4.55
Surname2695 Name3452 4.57
Surname2695 Name5871 3.83
Surname27 Name5540 4.17
Surname2707 Name7708 3.56
