SURNAME NAME FINAL_POINTS 
Surname10817 Name5459 7.57
Surname10818 Name22939 6.43
Surname10822 Name26307 6.18
Surname10822 Name3769 5.45
Surname10828 Name29451 6.25
Surname1083 Name96316 7.58
Surname1083 Name26583 7.77
Surname10833 Name99905 5.54
Surname10835 Name10466 6.37
Surname10836 Name90574 6.08
Surname10837 Name62294 6.58
Surname10837 Name83405 8.05
Surname10837 Name307 5.83
Surname10839 Name89551 7.1
Surname1084 Name62693 6.46
Surname10843 Name14783 7.85
Surname10844 Name3683 7.5
Surname10852 Name33325 5.97
Surname10852 Name80979 6.97
Surname10852 Name88553 7.73
Surname10854 Name70361 7.18
Surname10856 Name3039 6.8
Surname10860 Name66446 8.19
Surname10860 Name86773 7.8
Surname10861 Name33813 7.7
Surname10861 Name31145 7.8
Surname10861 Name43172 7.3
Surname10865 Name95859 5.1
Surname1087 Name35509 6.8
Surname10874 Name64425 5.7
Surname10874 Name14706 5.65
Surname10874 Name35979 7.13
Surname10876 Name42228 7
Surname10881 Name54558 5.26
Surname10881 Name77461 8.04
Surname10883 Name16939 6.77
Surname10883 Name3773 7.78
Surname10888 Name54104 5.2
Surname10888 Name62250 6.5
Surname10889 Name74739 6.28
Surname10889 Name37375 6.03
Surname10890 Name58073 5.55
Surname10893 Name11683 6.27
Surname10893 Name9902 5
Surname10893 Name40738 8.03
Surname10895 Name26150 6.88
Surname10895 Name85595 6.1
Surname10896 Name51864 5.8
Surname10896 Name82085 6.31
Surname10896 Name82430 6.92
Surname10897 Name38415 5.18
Surname10897 Name32869 8.16
Surname10898 Name56319 7.7
Surname10898 Name52718 7.8
Surname10901 Name87627 8.35
Surname10905 Name3972 7.4
Surname10907 Name44067 6.76
Surname10908 Name71325 7.8
Surname1091 Name7867 7.9
Surname10910 Name69435 7.95
Surname10911 Name21280 6.21
Surname10914 Name74483 5.95
Surname10918 Name61751 5.13
Surname10920 Name70110 5.19
Surname10921 Name20292 7.4
Surname10922 Name92893 7.27
Surname10929 Name84849 6
Surname1093 Name3131 7.05
Surname10930 Name33098 5.94
Surname10933 Name9423 8.1
Surname10936 Name15599 7.05
Surname10939 Name83692 7.8
Surname10939 Name53657 5.45
Surname1094 Name94641 5.09
Surname10941 Name93438 5.23
Surname10947 Name10194 5.2
Surname10948 Name1941 6.05
Surname1095 Name13380 5.85
Surname10962 Name61031 5.12
Surname10962 Name35557 6.25
Surname10964 Name13686 6.81
Surname10964 Name43849 8.1
Surname10969 Name72191 7.95
Surname1097 Name51295 6.1
Surname10973 Name19735 7.76
Surname10976 Name48881 7.1
Surname10977 Name56327 5.97
Surname10977 Name26417 7.56
Surname10978 Name54456 6
Surname1098 Name36513 7.1
Surname10982 Name30080 6.52
Surname10988 Name92654 6.64
Surname10989 Name29641 6.63
Surname1099 Name25930 5.74
Surname1099 Name55257 6.98
Surname10991 Name25690 6.7
Surname10996 Name28073 5.8
Surname10999 Name28484 6.55
Surname110 Name87321 5.23
Surname11003 Name28787 7.86
Surname11004 Name45005 7.86
Surname11006 Name27345 7
Surname11007 Name71497 6.55
Surname11007 Name10281 8.28
Surname11009 Name47973 5.15
Surname1101 Name3869 7.2
Surname11010 Name36344 5.25
Surname11010 Name999 5.28
Surname11012 Name92620 5.43
Surname11013 Name22327 5.61
Surname11014 Name43383 5.13
Surname11014 Name81834 5.55
Surname11017 Name34713 8.03
Surname11018 Name72899 6.92
Surname11018 Name69694 7.05
Surname11021 Name42674 6.4
Surname11023 Name89815 7.25
Surname11023 Name28012 7.3
Surname11024 Name42669 7.18
Surname11024 Name65108 6.13
Surname11027 Name87769 5.28
Surname11028 Name69681 8
Surname11031 Name45839 5.06
Surname11036 Name73000 5.55
Surname11037 Name91770 7.6
Surname11038 Name56494 7.23
Surname11040 Name52766 5.2
Surname11043 Name30232 5.74
Surname11043 Name11132 7.35
Surname11044 Name40366 5
Surname11045 Name13823 6.45
Surname11046 Name8560 7.95
Surname11047 Name98886 6.75
Surname11047 Name83911 6.88
Surname11048 Name68899 5.67
Surname11050 Name19056 6.33
Surname11051 Name42336 7.6
Surname11051 Name31530 8.7
Surname11052 Name48800 5.85
Surname11054 Name69911 6.7
Surname11055 Name49032 5.45
Surname11057 Name61168 6.1
Surname11058 Name74714 5.49
Surname1106 Name28235 5.52
Surname1106 Name72715 6.67
Surname11064 Name79025 7.43
Surname11068 Name86076 5.5
Surname1107 Name31628 6.28
Surname11072 Name23610 6.01
Surname11076 Name34059 7.7
Surname11078 Name35099 5.66
Surname11078 Name73198 7.35
Surname11081 Name44816 8.03
Surname11082 Name56170 5.73
Surname11086 Name59755 7.43
Surname11093 Name30500 6.57
Surname11093 Name15737 5.91
Surname11094 Name36140 7.46
Surname11096 Name84292 7.03
Surname11097 Name65365 7.04
Surname11100 Name14664 6.25
Surname11103 Name60226 5.18
Surname11105 Name62569 6.4
Surname11107 Name25591 7.3
Surname11108 Name86629 7.43
Surname11108 Name55509 6.18
Surname11110 Name524 6.63
Surname11112 Name83210 8.1
Surname11113 Name34860 7.2
Surname11113 Name69227 5.13
Surname11118 Name40513 6.25
Surname11120 Name87213 5.5
Surname11124 Name37691 8
Surname1113 Name31780 6.2
Surname11130 Name76531 6.15
Surname11132 Name60608 6
Surname11136 Name51512 5.15
Surname11137 Name74061 8.04
Surname11138 Name55367 7.4
Surname11146 Name33664 6.4
Surname11147 Name12280 7.4
Surname11147 Name1539 7.8
Surname11154 Name26735 5.04
Surname11158 Name67045 7.4
Surname11158 Name48010 6.08
Surname11159 Name2353 5.7
Surname1116 Name29209 5.3
Surname1116 Name75009 6.89
Surname11160 Name44090 7.98
Surname11161 Name95707 5.64
Surname11162 Name15355 6.98
Surname11163 Name86603 6.5
Surname11164 Name77417 7.9
Surname1117 Name52568 6.13
Surname11170 Name51538 7.04
Surname11171 Name10356 5.05
Surname11172 Name58361 5.93
Surname11174 Name4847 5.4
Surname11175 Name54942 7.76
Surname11178 Name47328 6.98
Surname1118 Name4677 5.33
Surname11180 Name30542 6.98
Surname11180 Name9007 6.87
Surname11181 Name98099 6.46
Surname11183 Name64459 8.3
Surname11184 Name34201 7.57
Surname11184 Name60353 6.2
Surname11189 Name94786 7.37
Surname11189 Name77348 6.48
Surname11189 Name6366 6.4
Surname11197 Name56088 6.98
Surname11198 Name28214 5.2
Surname11198 Name63662 5.38
Surname112 Name68771 8.3
Surname1120 Name92130 6.7
Surname1120 Name8111 5.93
Surname1120 Name79917 5.82
Surname11200 Name32405 5.91
Surname11201 Name56640 7.55
Surname11201 Name95131 7.03
Surname11205 Name83697 6.85
Surname11205 Name69197 6.49
Surname11207 Name53780 6.99
Surname11207 Name12310 5.35
Surname11207 Name29659 6.1
Surname1121 Name60052 8
Surname11210 Name22647 7.29
Surname11210 Name36164 6.97
Surname11210 Name57042 7.07
Surname11212 Name39555 6.7
Surname11213 Name93356 7.34
Surname11214 Name44638 5.45
Surname11215 Name94378 5.4
Surname11217 Name94935 6.1
Surname1122 Name46893 5.9
Surname11220 Name7054 7.7
Surname11222 Name84282 5.6
Surname11223 Name39285 7.7
Surname11224 Name34178 8.05
Surname11225 Name14512 7.1
Surname11231 Name53525 5.16
Surname11232 Name34095 5.25
Surname11232 Name92301 5.06
Surname11235 Name62420 5
Surname11236 Name35971 5.65
Surname11236 Name48287 7.33
Surname11237 Name91338 5.4
Surname11238 Name36394 8.4
Surname11239 Name59920 7.22
Surname11242 Name17045 7.1
Surname11242 Name37064 7.8
Surname11248 Name44465 7.3
Surname1125 Name82737 6.37
Surname1125 Name2657 5.61
Surname1125 Name40442 8.33
Surname11250 Name46542 6.4
Surname11254 Name19581 8.25
Surname11258 Name5839 5.57
Surname11259 Name29066 5.55
Surname11260 Name66192 5.08
Surname11262 Name36952 8.1
Surname11263 Name97956 8.22
Surname11264 Name63409 7.5
Surname11266 Name21010 7.4
Surname11267 Name26521 5.21
Surname11267 Name50067 6.7
Surname1127 Name99367 6.4
Surname11270 Name65905 7.1
Surname11277 Name97276 7.49
Surname1128 Name75462 6.25
Surname11280 Name47723 7.4
Surname11280 Name95443 7.77
Surname11284 Name30867 6.85
Surname11288 Name82393 6.3
Surname11288 Name65646 5.78
Surname11289 Name18973 7.1
Surname1129 Name6485 5.78
Surname1129 Name79613 6.53
Surname11290 Name24852 6.09
Surname11291 Name43318 7.1
Surname11295 Name18822 5.9
Surname11299 Name80763 8
Surname11301 Name41924 7.5
Surname11303 Name28409 7.5
Surname11304 Name57389 6.33
Surname11305 Name85112 6.88
Surname11305 Name71810 6.3
Surname11309 Name35986 5.95
Surname11310 Name95867 5.15
Surname11314 Name68324 5.8
Surname11316 Name29094 7.93
Surname11319 Name10005 7.68
Surname1132 Name41291 6.4
Surname11320 Name81728 7.25
Surname11322 Name97727 7.1
Surname11325 Name44571 5.26
Surname11325 Name64433 7.56
Surname11328 Name64511 6.27
Surname11328 Name61197 5.26
Surname11328 Name73361 7.74
Surname11330 Name20804 8.3
Surname11330 Name41676 6.2
Surname11331 Name18514 8.04
Surname11337 Name29880 6.48
Surname11337 Name99830 5.65
Surname11340 Name74676 5.3
Surname1135 Name67655 6.84
Surname11355 Name51963 8.34
Surname11356 Name5034 5.76
Surname11358 Name65427 6.06
Surname11360 Name1874 7.34
Surname11363 Name62867 5.82
Surname11364 Name82490 7.3
Surname11365 Name36608 5
Surname11367 Name15463 6.14
Surname11369 Name15899 5.44
Surname1137 Name55781 6.6
Surname1137 Name61965 5.98
Surname11372 Name47638 5.3
Surname11373 Name67355 6.55
Surname11377 Name72503 7.5
Surname11382 Name50457 6.75
Surname11388 Name69380 5.8
Surname11389 Name76080 7.4
Surname11389 Name67589 6.76
Surname1139 Name96441 7.93
Surname11390 Name95949 7.6
Surname11391 Name12648 5.4
Surname11400 Name44905 5.7
Surname11401 Name87707 8.22
Surname11404 Name10992 5.3
Surname11404 Name37852 5.4
Surname11404 Name24082 5.6
Surname11405 Name30882 5
Surname11407 Name7240 7.57
Surname11409 Name67675 5.47
Surname11409 Name6838 6
Surname11409 Name81421 7.04
Surname11412 Name36640 7.34
Surname11416 Name18922 5.2
Surname11417 Name98240 5.04
Surname11418 Name67799 5.06
Surname11419 Name7974 7
Surname11420 Name91604 5.34
Surname11421 Name1830 8.1
Surname11422 Name57005 8.55
Surname11423 Name1825 5.37
Surname11424 Name54428 5.2
Surname11424 Name34278 6.37
Surname11424 Name11534 7.95
Surname11426 Name63439 5.6
Surname11430 Name69574 6.86
Surname11432 Name44189 6.51
Surname11432 Name27155 7.28
Surname11436 Name1138 5.08
Surname11438 Name31743 6.74
Surname11443 Name27279 5.3
Surname11444 Name62354 7.8
Surname11444 Name36893 8.6
Surname11446 Name82387 6.2
Surname11447 Name64712 5
Surname11448 Name72034 6.3
Surname1145 Name32572 7.35
Surname11451 Name14985 7.1
Surname11454 Name36758 8.2
Surname11455 Name942 7.71
Surname11456 Name45027 5.65
Surname11462 Name33808 5.9
Surname11462 Name46989 7.4
Surname11465 Name57010 6.15
Surname11467 Name75281 6.99
Surname11469 Name86944 7.67
Surname11474 Name99175 5.06
Surname11478 Name53918 7.43
Surname11480 Name2779 7.77
Surname11480 Name52078 6.88
Surname11484 Name1309 7.44
Surname11489 Name50190 6.55
Surname11489 Name82675 7.05
Surname1149 Name84771 5.78
Surname11491 Name6521 5.18
Surname11493 Name93651 5.57
Surname11499 Name22055 7.76
Surname11499 Name97570 5
Surname11499 Name261 5.99
Surname11500 Name73449 5.7
Surname11501 Name16550 5.53
Surname11502 Name25327 5.7
Surname11502 Name78841 5.52
Surname11503 Name76785 5.88
Surname11503 Name47737 7.56
Surname11507 Name98350 8.1
Surname11508 Name6436 6.74
Surname11508 Name6900 8.16
Surname1151 Name28339 7.17
Surname1151 Name74682 5.85
Surname11510 Name23639 7
Surname11513 Name32487 6.59
Surname11515 Name86460 6.68
Surname11516 Name13381 7.44
Surname11517 Name60353 6.5
Surname11520 Name17276 7.77
Surname11523 Name25083 5.7
Surname11526 Name89425 6.43
Surname11526 Name37627 5.5
Surname11527 Name60735 5.79
Surname11528 Name20880 5.8
Surname11530 Name43629 6.73
Surname11532 Name1829 7.95
Surname11532 Name32009 7.33
Surname11533 Name14612 5.6
Surname11533 Name13818 7.45
Surname11533 Name76123 7.25
Surname11541 Name26461 5.5
Surname11547 Name85826 6.4
Surname11547 Name31296 7.3
Surname1155 Name53487 7.4
Surname11550 Name94573 6.8
Surname11550 Name968 7.76
Surname11551 Name98855 5.15
Surname11552 Name49378 7.25
Surname11554 Name68160 7.8
Surname11554 Name13285 5.39
Surname11555 Name82902 5.9
Surname11556 Name94861 8.14
Surname11557 Name62662 7.68
Surname11557 Name72082 7.56
Surname11558 Name29427 8.1
Surname11559 Name6458 7.92
Surname11566 Name10413 6.91
Surname11566 Name47928 5.04
Surname11567 Name15943 6.47
Surname11567 Name68079 6.4
Surname11570 Name39477 7.5
Surname11571 Name55358 6.67
Surname11577 Name99305 6.74
Surname11579 Name72998 5.4
Surname11579 Name69918 6.86
Surname1158 Name37869 7.8
Surname11581 Name34640 5.63
Surname11583 Name42493 5.2
Surname11584 Name48615 5.53
Surname11589 Name76401 5.25
Surname1159 Name18204 5.25
Surname1159 Name78303 6.97
Surname11592 Name96763 8.25
Surname11593 Name653 6.9
Surname11593 Name81917 8.01
Surname11596 Name94154 5.5
Surname11596 Name46183 7.71
Surname11598 Name82955 7.04
Surname11598 Name73942 6.86
Surname116 Name65154 7.37
Surname116 Name30763 5.89
Surname11603 Name55612 7.48
Surname11607 Name1014 5.43
Surname11608 Name58782 5.15
Surname11608 Name39920 5.85
Surname11610 Name34598 6.75
Surname11612 Name62444 8.1
Surname11614 Name92643 7.35
Surname11615 Name45448 6.1
Surname11619 Name71026 6.15
Surname11625 Name63009 6.22
Surname11628 Name92823 5.4
Surname11628 Name6333 7.74
Surname11631 Name91270 5.36
Surname11632 Name53312 6.73
Surname11641 Name3899 5.35
Surname1165 Name1283 7.4
Surname11650 Name465 6.36
Surname11651 Name28452 6.3
Surname11652 Name10824 6.48
Surname11652 Name33392 5.25
Surname11654 Name58800 5
Surname11656 Name5078 5.2
Surname11656 Name13862 6.3
Surname11659 Name25248 7.61
Surname1166 Name97116 7.95
Surname11667 Name19248 6.76
Surname1167 Name81704 7.63
Surname1167 Name24100 5.1
Surname1167 Name59326 5.2
Surname11671 Name24046 6.4
