SURNAME NAME FINAL_POINTS 
Surname1339 Name1600 5.46
Surname1339 Name8929 7.46
Surname134 Name4679 5.4
Surname1340 Name5441 6.1
Surname1342 Name3168 7.99
Surname1342 Name4872 7.46
Surname1343 Name1533 5.7
Surname1346 Name5529 7.18
Surname1348 Name2442 7.25
Surname1350 Name827 7.7
Surname1350 Name5360 7.84
Surname1353 Name3790 5.2
Surname1354 Name4038 7.8
Surname1355 Name4845 8.01
Surname1355 Name1508 5.77
Surname1356 Name8601 7.05
Surname1357 Name2535 6.03
Surname1359 Name2669 6.25
Surname1361 Name6360 5.63
Surname1364 Name2428 6.57
Surname1369 Name5304 6.19
Surname1370 Name5719 8.16
Surname1373 Name5960 6.4
Surname1373 Name8850 5.05
Surname1377 Name2204 5.85
Surname1379 Name8709 5.64
Surname138 Name4535 5.82
Surname1382 Name1205 5.95
Surname1383 Name6435 6.16
Surname1384 Name6548 5.1
Surname1389 Name2373 8.4
Surname1389 Name4870 6.43
Surname139 Name1137 7.5
Surname1393 Name6889 7.58
Surname1394 Name3277 5.1
Surname1398 Name8101 6.15
Surname1399 Name9907 5.3
Surname1399 Name520 6.1
Surname14 Name1868 8
Surname140 Name2976 5.95
Surname140 Name5452 7.03
Surname1400 Name2715 8.03
Surname1402 Name8425 5.09
Surname1404 Name8575 7.2
Surname1404 Name8722 5.9
Surname1405 Name3497 8.03
Surname1405 Name8044 5
Surname1406 Name7949 5.46
Surname1408 Name5901 6.7
Surname1408 Name4053 6.4
Surname1413 Name7044 7.8
Surname1417 Name177 7.58
Surname1417 Name4432 7.92
Surname1417 Name8581 6.31
Surname1418 Name373 7.45
Surname1419 Name7384 6.71
Surname142 Name3299 6.9
Surname1420 Name6763 6.42
Surname1422 Name624 8.4
Surname1426 Name212 7.53
Surname1429 Name8499 6
Surname1430 Name7541 6.7
Surname1431 Name1964 6.31
Surname1436 Name3402 8.4
Surname1437 Name967 5.2
Surname1439 Name3250 5.81
Surname1439 Name1751 5.35
Surname1440 Name4563 7.25
Surname1441 Name8198 8.3
Surname1442 Name7664 6.1
Surname1444 Name4453 6.4
Surname1447 Name5136 7.22
Surname1451 Name1772 7.88
Surname1455 Name4778 6.18
Surname1456 Name4437 7
Surname1456 Name7529 5.1
Surname1457 Name3730 7.26
Surname1457 Name2584 7.4
Surname1458 Name8105 6.68
Surname1458 Name878 6.61
Surname1458 Name2388 5.5
Surname1460 Name1914 6.4
Surname1463 Name3501 8.1
Surname1465 Name4204 6.68
Surname1466 Name1287 6.46
Surname1469 Name5495 6.78
Surname147 Name8073 5.65
Surname1472 Name8913 6.98
Surname1473 Name2643 6.2
Surname1473 Name9458 7.6
Surname1475 Name1280 5.55
Surname1477 Name2573 8.05
Surname1478 Name9668 7.6
Surname1478 Name6900 5.54
Surname148 Name8664 8.7
Surname1480 Name6241 7.16
Surname1482 Name5002 7.1
Surname1484 Name9145 5.21
Surname1486 Name7543 7.03
Surname1486 Name2425 5.4
Surname1487 Name5723 8.18
Surname1488 Name5122 5.9
Surname1490 Name651 6.93
Surname1490 Name2673 5.22
Surname1492 Name5025 5.4
Surname1492 Name2853 5.8
Surname1492 Name8410 7.61
Surname1492 Name344 6.3
Surname1493 Name4934 7.71
Surname1495 Name5894 7.65
Surname1500 Name8331 6.1
Surname1503 Name7362 5.03
Surname1503 Name3441 7.16
Surname1504 Name6641 7.83
Surname1504 Name3477 8.25
Surname1506 Name2423 7.62
Surname1508 Name6345 8.7
Surname151 Name2538 7.8
Surname1513 Name6328 8.1
Surname1515 Name7601 5.4
Surname1515 Name3482 7.55
Surname1517 Name1593 5.1
Surname1519 Name5596 7.1
Surname1519 Name5818 7.22
Surname1520 Name9338 6.55
Surname1522 Name7562 6.33
Surname1523 Name2916 6.95
Surname1525 Name3244 8.06
Surname1525 Name6389 7.88
Surname1530 Name6915 5.35
Surname1531 Name9865 6.1
Surname1531 Name6012 5.6
Surname1534 Name8945 5.85
Surname1538 Name5896 7.03
Surname154 Name2317 5
Surname154 Name2599 7.97
Surname154 Name1490 5.65
Surname1541 Name1646 6.87
Surname1543 Name6056 6.33
Surname1548 Name5411 5.15
Surname1549 Name3945 7.21
Surname1550 Name7759 7.65
Surname1551 Name3394 7
Surname1551 Name6298 5.18
Surname1553 Name2759 6.08
Surname1559 Name9218 7.21
Surname1562 Name6215 7.39
Surname1563 Name7434 6.6
Surname1564 Name6085 5.08
Surname157 Name5642 5.42
Surname1570 Name8934 5
Surname1570 Name651 5.15
Surname1570 Name871 6.6
Surname1571 Name2335 5.88
Surname1572 Name8052 8.27
Surname1575 Name3792 7.16
Surname1576 Name9510 7.73
Surname1579 Name5422 6.06
Surname1581 Name5525 6.63
Surname1581 Name9720 8.28
Surname1585 Name474 8
Surname1589 Name8879 7.1
Surname1595 Name3024 6.28
Surname1596 Name8429 8.1
Surname160 Name5311 5.27
Surname1602 Name7888 6.9
Surname1603 Name7860 6.4
Surname1608 Name5672 6.93
Surname1609 Name4783 5.8
Surname161 Name5881 5.7
Surname161 Name826 7.1
Surname1610 Name9661 7.7
Surname1616 Name2577 7.1
Surname1618 Name84 5.65
Surname162 Name9210 7.63
Surname1620 Name2097 7.1
Surname1621 Name4230 5.97
Surname1624 Name1516 5.26
Surname1624 Name619 5.7
Surname163 Name4319 6.55
Surname1630 Name4397 6.03
Surname1630 Name1625 5.2
Surname1634 Name7964 5.31
Surname1635 Name3951 6.1
Surname1636 Name8051 6.98
Surname1638 Name2014 7.7
Surname1644 Name9401 7.63
Surname1645 Name4178 8.1
Surname1647 Name827 6.13
Surname1649 Name1028 6.36
Surname1657 Name888 7.57
Surname1658 Name5601 8.52
Surname1659 Name4198 6
Surname167 Name8394 5.7
Surname1672 Name8069 6.58
Surname1673 Name8703 6.44
Surname1677 Name7141 5.06
Surname1677 Name7900 7.83
Surname1683 Name700 5
Surname1686 Name725 5.24
Surname1687 Name1669 6.22
Surname1688 Name5252 6.98
Surname1689 Name5595 5.07
Surname169 Name8661 5.06
Surname169 Name7774 6.29
Surname1690 Name178 7.8
Surname1694 Name5325 7.54
Surname1695 Name7862 6.45
Surname1697 Name6806 5.29
Surname1697 Name2940 5.75
Surname1699 Name5602 6.43
Surname170 Name2589 5
Surname170 Name2315 8.5
Surname1700 Name4266 6.31
Surname1702 Name6293 6
Surname1702 Name1638 6.7
Surname1704 Name4493 5
Surname1705 Name8841 7.77
Surname1705 Name9756 6.1
Surname1705 Name8001 5.97
Surname1705 Name9953 6.9
Surname1709 Name6147 5.55
Surname1711 Name8523 5.88
Surname1717 Name3981 6.3
Surname172 Name8313 5.73
Surname1721 Name4660 5.92
Surname1722 Name7354 6.5
Surname1724 Name3430 5.36
Surname1726 Name4379 5.45
Surname1730 Name5251 6.7
Surname1733 Name6278 5
Surname1733 Name8340 6.29
Surname1734 Name6014 5.96
Surname1742 Name1663 5.49
Surname1743 Name5651 6.55
Surname1747 Name3167 7.6
Surname1749 Name4517 6.88
Surname1749 Name6103 5.6
Surname1749 Name8051 6.84
Surname1753 Name2416 5.4
Surname1755 Name6837 6.28
Surname1757 Name6399 6.58
Surname1758 Name607 5.99
Surname1759 Name944 5.8
Surname176 Name859 6.67
Surname1761 Name2427 6.7
Surname1764 Name2798 7.16
Surname1764 Name2985 6.43
Surname1771 Name8152 6.71
Surname1772 Name7964 7.83
Surname1773 Name1622 5.22
Surname1777 Name9644 5.8
Surname1780 Name7880 5.83
Surname1780 Name1574 7.5
Surname1783 Name1932 7.4
Surname1784 Name1904 6.65
Surname1788 Name2862 5.45
Surname1788 Name4652 7.58
Surname1789 Name4458 7.06
Surname1789 Name3250 6.14
Surname179 Name2651 7.57
Surname1790 Name8946 6.37
Surname1791 Name3718 5
Surname1791 Name829 5.55
Surname1792 Name8085 8.13
Surname1793 Name1417 8.18
Surname1795 Name6947 6.9
Surname1795 Name50 6.54
Surname1799 Name7561 7.8
Surname18 Name1336 5.03
Surname18 Name1454 5.85
Surname1801 Name5440 5.18
Surname1804 Name9022 8.1
Surname1805 Name8323 6.25
Surname1808 Name2560 6.6
Surname181 Name1357 6.31
Surname1811 Name3756 7.18
Surname1812 Name8803 7.76
Surname1815 Name7590 5.75
Surname1815 Name6141 6.7
Surname1817 Name1666 5.09
Surname1820 Name9201 7.4
Surname1820 Name8720 7.58
Surname1822 Name889 5.61
Surname1827 Name8209 6.1
Surname1827 Name3051 5.6
Surname1827 Name4803 7.46
Surname1829 Name1114 5.4
Surname1831 Name3681 7.5
Surname1832 Name4202 6.29
Surname1832 Name1460 5.91
Surname1833 Name1201 5.1
Surname1834 Name1187 7.25
Surname1838 Name2019 6.37
Surname1838 Name7450 6.95
Surname1839 Name7319 6.7
Surname184 Name1390 5.95
Surname1841 Name481 8.33
Surname1843 Name7701 6.4
Surname1844 Name7436 5.05
Surname1853 Name4784 6.64
Surname1855 Name4940 5.74
Surname1856 Name5562 5.7
Surname1856 Name2223 7.34
Surname186 Name3525 5.9
Surname186 Name7252 6.8
Surname1864 Name1546 6.15
Surname1867 Name3183 7.8
Surname1868 Name4762 5.61
Surname1868 Name6201 7.44
Surname1871 Name6033 6.7
Surname1872 Name2505 7.48
Surname1872 Name4476 7.89
Surname1873 Name5703 5.4
Surname1876 Name8774 5.76
Surname1878 Name8674 6.55
Surname1879 Name4778 5.25
Surname188 Name5513 7.7
Surname188 Name5469 5.9
Surname1881 Name5781 6.55
Surname1886 Name1257 6.02
Surname1887 Name6539 5.67
Surname1887 Name5551 7.37
Surname1890 Name6517 5.55
Surname1897 Name1368 5.15
Surname1897 Name7047 5.4
Surname1897 Name6026 5.24
Surname19 Name2495 6.79
Surname190 Name3346 6.8
Surname190 Name4566 6.19
Surname190 Name6830 6.25
Surname1900 Name1702 8.1
Surname1901 Name6635 7.06
Surname1903 Name4361 6.3
Surname1903 Name7506 5.97
Surname1906 Name6769 5.24
Surname1907 Name5342 7.55
Surname191 Name9705 5.59
Surname1915 Name9606 8.4
Surname1917 Name6903 5.8
Surname1919 Name8032 6.95
Surname1923 Name259 6.25
Surname1924 Name9287 7.74
Surname1926 Name2311 8.2
Surname1926 Name922 5.85
Surname1927 Name7719 6.34
Surname1927 Name5103 8.03
Surname1928 Name9745 6.55
Surname193 Name4879 5.42
Surname193 Name1807 7.49
Surname1930 Name4999 8.16
Surname1931 Name9900 7.4
Surname1933 Name7580 6.6
Surname1939 Name9770 8.7
Surname1939 Name2206 6.85
Surname1940 Name6712 7.7
Surname1940 Name2947 6.61
Surname1944 Name1388 6.89
Surname1953 Name7680 5.47
Surname1955 Name9149 5.2
Surname1959 Name2020 5.2
Surname196 Name6923 8.5
Surname1960 Name4846 6.25
Surname1961 Name6527 6.87
Surname1965 Name4570 7.27
Surname1965 Name9510 8.13
Surname1966 Name7118 7.77
Surname1967 Name8941 5.7
Surname1967 Name7821 5.36
Surname1968 Name7569 6.23
Surname1976 Name7923 7
Surname1976 Name48 6.46
Surname1977 Name2951 5.93
Surname1980 Name8441 5.5
Surname1981 Name9830 5.25
Surname1983 Name1497 6.95
Surname1989 Name6556 6.74
Surname1990 Name3047 6
Surname200 Name6414 5.87
Surname2002 Name8168 7.2
Surname2003 Name3722 5.4
Surname2005 Name8714 7.6
Surname2008 Name8369 6.42
Surname2009 Name5121 5.15
Surname2011 Name767 6.86
Surname2012 Name8160 7.44
Surname2016 Name5681 7.5
Surname2016 Name8726 5.03
Surname2022 Name4685 7.3
Surname2025 Name5600 5.74
Surname2026 Name8655 7.86
Surname2027 Name7583 6.66
Surname2031 Name3786 6.2
Surname2032 Name2295 5.48
Surname2032 Name6539 5.3
Surname2034 Name4784 5.57
Surname2036 Name9459 5.8
Surname2038 Name4053 5.19
Surname2039 Name5744 5.4
Surname2043 Name6264 7.83
Surname2045 Name6481 5.5
Surname2048 Name8087 6
Surname205 Name9344 5.93
Surname2050 Name9132 5.85
Surname2053 Name4156 7.58
Surname2056 Name6004 7.8
Surname2057 Name1610 6.9
Surname206 Name726 6.05
Surname2060 Name4868 5.4
Surname2064 Name6062 5.51
Surname2069 Name2685 7
Surname207 Name9168 6.98
Surname2072 Name1716 5.4
Surname2072 Name9570 5.67
Surname2082 Name2805 6.4
Surname2085 Name350 6.36
Surname2086 Name2826 6.05
Surname2086 Name842 7.53
Surname2086 Name2004 6.75
Surname2087 Name3643 5
Surname2088 Name2745 6.8
Surname2099 Name6371 7.36
Surname210 Name6381 7.65
Surname2105 Name4168 5
Surname2106 Name6183 5.1
Surname2106 Name7692 6.65
Surname2107 Name9875 8.1
Surname2107 Name3929 8.43
Surname2109 Name7708 7.5
Surname2110 Name5901 5.55
Surname2111 Name2651 7.15
Surname2113 Name8828 8.27
Surname2117 Name1547 6.06
Surname2117 Name8425 7.4
Surname2119 Name5227 8
Surname2126 Name7620 5.49
Surname2129 Name9423 5.6
Surname2130 Name3301 7.15
Surname2132 Name8481 6.11
Surname2133 Name5227 5.03
Surname2134 Name6199 6.35
Surname214 Name84 8.2
Surname2142 Name4818 6.04
Surname2146 Name4837 6.46
Surname2150 Name3579 5.4
Surname2150 Name8600 6.7
Surname2152 Name8099 7.28
Surname2153 Name3750 6.12
Surname2153 Name8296 5.73
Surname2153 Name75 6.65
Surname2154 Name1548 6.6
Surname2157 Name6851 5.35
Surname2157 Name6063 7.1
Surname2161 Name6704 6.17
Surname2162 Name2174 5.4
Surname2167 Name1128 6.9
Surname2168 Name3983 5.02
Surname2169 Name6858 7.55
Surname2171 Name1740 7.44
Surname2171 Name4304 6
Surname2177 Name9300 7.7
Surname2178 Name1098 7.62
Surname218 Name1247 7.5
Surname218 Name52 6.31
Surname2180 Name7182 7.61
Surname219 Name3822 6.15
Surname2194 Name4322 7.39
Surname2199 Name7543 6.1
Surname2203 Name940 7.13
Surname2204 Name2410 8.03
Surname2206 Name2971 6
Surname2207 Name8413 7.1
Surname2208 Name3759 5.15
Surname2208 Name3341 7.48
Surname221 Name3297 6.03
Surname2210 Name2020 5.55
Surname2211 Name5838 5.65
Surname2213 Name1355 6.13
Surname2213 Name9291 5.87
Surname2213 Name4352 7.1
Surname2214 Name8566 7.1
Surname2216 Name412 6.4
Surname2218 Name9334 7.25
Surname2221 Name7827 5.3
Surname2223 Name5308 6.22
Surname2223 Name687 6
Surname2224 Name8588 5.93
Surname2227 Name1243 6.5
Surname2227 Name7016 6.44
Surname2229 Name1405 7.54
Surname2232 Name84 7.86
Surname2233 Name5468 7
Surname2234 Name8495 6.93
Surname2235 Name9336 7.73
Surname2237 Name8684 7.65
Surname2237 Name1994 7.1
Surname2239 Name4286 5.61
Surname2239 Name8917 5
Surname224 Name226 5.4
Surname2243 Name9353 7.1
Surname2244 Name2782 5.04
Surname2244 Name2843 7.85
Surname2245 Name6772 5.8
Surname2246 Name5244 8.07
Surname2248 Name7988 5.64
Surname2248 Name4094 6.06
Surname2250 Name7464 7.62
Surname2254 Name238 6.63
Surname2254 Name2377 7.36
Surname2256 Name5520 7.55
Surname2258 Name3500 6.8
Surname2258 Name3842 6.1
Surname2260 Name3882 7.5
Surname2263 Name1055 6.8
Surname2263 Name4860 6.9
Surname2266 Name742 5.4
Surname2269 Name4046 6.7
Surname2269 Name435 6.37
Surname227 Name9801 6.5
Surname2273 Name3682 6.31
Surname2273 Name4633 6.8
Surname2274 Name7216 5.92
Surname2276 Name1161 6.37
Surname2278 Name8213 6.8
Surname2279 Name4209 7.31
Surname2280 Name4882 7.1
Surname2281 Name3788 6.3
Surname2289 Name8015 7.4
Surname2293 Name9250 7.87
Surname2293 Name4723 5.36
Surname2293 Name5968 6.46
Surname2294 Name7725 6.76
Surname2296 Name7721 7.1
Surname2298 Name9723 5.79
Surname2305 Name3801 6.6
Surname2305 Name2582 5.9
Surname2314 Name9804 6.6
Surname2315 Name9517 7.76
Surname2317 Name336 6.88
Surname2318 Name8889 5.8
Surname2318 Name8157 7.2
Surname2322 Name9358 5.23
Surname2323 Name1220 6.15
Surname2328 Name2911 7.1
Surname2329 Name1543 7.44
Surname2329 Name318 5.26
Surname2330 Name9858 7.3
Surname2332 Name6631 6.55
Surname2332 Name2420 7.6
Surname2334 Name1986 6.73
Surname2336 Name7228 6.94
Surname2337 Name3478 7.03
Surname234 Name8462 7.5
Surname2347 Name2326 6.88
Surname2348 Name2589 7.75
Surname2348 Name8615 5.9
Surname2349 Name3450 7.98
Surname235 Name2221 5.17
Surname2350 Name7124 5.53
Surname2352 Name3555 6.89
Surname2352 Name4671 7.01
Surname2352 Name8077 7.35
Surname2352 Name5157 7.4
Surname2353 Name898 7.08
Surname2355 Name8798 5.45
Surname2355 Name1072 7.6
Surname2356 Name6449 7.34
Surname2358 Name3502 6.1
Surname2359 Name8281 7
Surname2361 Name6560 8.1
Surname2362 Name5 5.2
Surname2363 Name9221 6.55
Surname2363 Name7425 7.4
Surname2365 Name7174 8.25
Surname2367 Name273 6.65
Surname2367 Name9260 5.3
Surname2369 Name8637 7.15
Surname2372 Name9206 5.95
Surname2376 Name1004 5.6
Surname2377 Name2678 7.85
Surname2381 Name5354 7.27
Surname2383 Name8534 7.29
Surname2384 Name996 6.95
Surname2384 Name6577 5.73
Surname2385 Name3148 6.8
Surname2385 Name1010 5
Surname2386 Name225 5.9
Surname2388 Name295 5.23
Surname2390 Name2420 6.4
Surname2391 Name292 6.4
Surname2391 Name5571 5.56
Surname2394 Name5223 7.9
Surname2397 Name5070 5.85
Surname2399 Name3177 6.5
Surname24 Name3155 7.63
Surname2403 Name9017 5.55
Surname2408 Name2807 7.35
Surname2408 Name953 7.35
Surname2409 Name2994 5.8
Surname2409 Name540 7.01
Surname2410 Name1026 7.69
Surname2411 Name1893 5.8
Surname2411 Name6077 7.23
Surname2412 Name5018 5.2
Surname2412 Name4658 6.71
Surname2413 Name9428 7.95
Surname2413 Name1051 5.3
Surname2418 Name593 7.8
Surname2420 Name7795 6.89
Surname2428 Name4896 7.31
Surname2436 Name6951 5.58
Surname2438 Name7139 7.1
Surname2439 Name5372 7.4
Surname2440 Name2407 6.38
Surname2446 Name5997 7.3
Surname245 Name3486 5.36
Surname2450 Name4663 7.86
Surname2457 Name2694 6.03
Surname2458 Name9512 5.46
Surname246 Name3327 7.65
Surname2460 Name5891 6.9
Surname2461 Name2373 5.3
Surname2463 Name1215 8.1
Surname2465 Name7455 7.73
Surname2466 Name6306 5.79
Surname2468 Name6826 6.1
Surname2471 Name2180 7.67
Surname2473 Name732 7.27
Surname2475 Name1274 7.31
Surname2476 Name5394 7.65
Surname2476 Name2651 6.93
Surname2478 Name6367 7.76
Surname2484 Name167 6.67
Surname2484 Name2681 7.75
Surname2484 Name1613 7.51
Surname249 Name8426 7.89
Surname249 Name6282 7.01
Surname2492 Name7989 8.1
Surname2492 Name9410 5.26
Surname2493 Name3331 6.12
Surname2494 Name7164 5.85
Surname2495 Name8389 5.06
Surname2495 Name4148 5.22
Surname2496 Name6642 6.27
Surname2497 Name1018 5.7
Surname2498 Name8258 6.58
Surname2498 Name1735 7.2
Surname2499 Name885 5
Surname25 Name4030 7.45
Surname25 Name2963 8.37
Surname2505 Name7415 5.7
Surname2505 Name8291 7.89
Surname2506 Name890 7.2
Surname2506 Name6984 6.3
Surname2508 Name222 5.2
Surname2512 Name9297 6.1
Surname2514 Name804 7.1
Surname2516 Name8620 5.95
Surname2516 Name2645 6.8
Surname2517 Name7078 6.5
Surname2517 Name3970 7.55
Surname2518 Name5769 6.75
Surname2518 Name3591 8.1
Surname252 Name8362 7.65
Surname2526 Name4080 6.15
Surname2528 Name8580 6.37
Surname2538 Name9362 7.31
Surname254 Name8862 5.08
Surname2540 Name4892 8.15
Surname2542 Name6681 7.5
Surname2544 Name4022 5.7
Surname2545 Name7731 6.73
Surname2546 Name5304 5.7
Surname2549 Name9852 8.3
Surname2553 Name9560 5.92
Surname2557 Name4297 6.78
Surname2558 Name9831 5
Surname256 Name8609 5.51
Surname2562 Name5279 7.86
Surname2562 Name804 5.24
Surname2563 Name4040 5.7
Surname2569 Name6108 6.65
Surname2569 Name3747 6.23
Surname257 Name4687 6.39
Surname2571 Name4400 7.65
Surname2573 Name720 5.2
Surname2573 Name2730 6.15
Surname2576 Name6547 5.2
Surname258 Name7636 6
Surname2580 Name2270 5.5
Surname2583 Name661 7.35
Surname2583 Name3588 6
Surname2584 Name7935 6.07
Surname2585 Name8396 7.5
Surname2586 Name7740 6.48
Surname2592 Name9627 6.8
Surname2593 Name4539 5.49
Surname2593 Name8353 5.24
Surname2593 Name6940 7.1
Surname2598 Name365 5.6
Surname2599 Name1667 8.2
Surname2599 Name3834 5.73
Surname2600 Name3661 7.8
Surname2602 Name1536 6.8
Surname2602 Name7432 5.7
Surname2603 Name5863 7.5
Surname2603 Name3361 6.15
Surname2605 Name781 6.91
Surname2608 Name7329 5.45
Surname2609 Name7504 7.95
Surname2615 Name5990 6.38
Surname2616 Name6088 5.3
Surname2617 Name5728 7.27
Surname2618 Name7704 7.31
Surname2618 Name8853 7.37
Surname262 Name5302 7.43
Surname2620 Name4235 5.95
Surname2621 Name3763 6.97
Surname2622 Name4066 5.35
Surname2623 Name9553 7.2
Surname2626 Name6535 8
Surname2628 Name2567 7.6
Surname2631 Name5259 7.28
Surname2632 Name5458 5.61
Surname2632 Name6892 5.91
Surname2639 Name6614 7.36
Surname2642 Name1299 5.55
Surname2644 Name8479 7.46
Surname2645 Name1773 6.8
Surname2649 Name6918 6
Surname265 Name5068 7.76
Surname2650 Name3249 5.48
Surname2651 Name5793 5.44
Surname2651 Name4693 5.35
Surname2653 Name9699 6.7
Surname2653 Name4308 5.45
Surname2657 Name4499 7.2
Surname2658 Name6311 5.44
Surname2658 Name3547 7.8
Surname2660 Name7300 5.65
Surname2667 Name4444 6.94
Surname2671 Name7455 7.05
Surname2673 Name9098 7.44
Surname2677 Name5867 7.45
